ID,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Price
45815839,-,MERCEDES-BENZ,CLS 550,2012,Sedan,Yes,Petrol,4.7 Turbo,134000 km,8.0,Tiptronic,Rear,04-May,Left wheel,Black,8,62408
45810002,1533,CHEVROLET,Impala,2016,Sedan,Yes,Petrol,3.6,34030 km,4.0,Automatic,Front,04-May,Left wheel,White,4,56431
45659988,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,186005 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12,13328
44564167,-,BMW,528,2013,Sedan,Yes,Petrol,2.0 Turbo,156800 km,4.0,Tiptronic,Rear,04-May,Left wheel,Black,12,42024
45762772,1017,MERCEDES-BENZ,GLA 250,2017,Jeep,Yes,Petrol,2,55704 km,4.0,Automatic,4x4,04-May,Left wheel,Black,0,47669
45762075,-,HONDA,FIT,2006,Hatchback,No,Petrol,1.3,111111 km,4.0,Variator,4x4,04-May,Right-hand drive,Black,0,8624
45798590,-,MITSUBISHI,Pajero,1993,Jeep,No,CNG,3,430000 km,6.0,Manual,4x4,04-May,Left wheel,Blue,0,9408
45759415,831,HYUNDAI,Sonata,2011,Sedan,Yes,Hybrid,2.4,202637 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,1490
45810836,1872,CHEVROLET,Impala,2018,Sedan,Yes,Petrol,3.6,71194 km,6.0,Automatic,Front,04-May,Left wheel,Silver,12,3293
45803101,640,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,80758 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,31913
45572804,1249,TOYOTA,Camry SPORT,2017,Sedan,Yes,Petrol,2.5,60000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12,13172
45294085,-,MERCEDES-BENZ,E 200,1988,Sedan,No,Petrol,2,1000 km,4.0,Manual,Rear,04-May,Left wheel,Black,4,8467
45807639,490,HONDA,Insight,2011,Sedan,No,Hybrid,1.3,144000 km,4.0,Tiptronic,Front,04-May,Left wheel,Blue,10,13799
45649692,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,109798 km,4.0,Automatic,Front,04-May,Left wheel,White,12,5488
45763762,1646,LEXUS,GX 470,2015,Jeep,Yes,Petrol,4.6,273493 km,8.0,Automatic,4x4,04-May,Left wheel,Silver,0,69935
45809723,784,TOYOTA,Aqua,2017,Hatchback,Yes,Petrol,1.5,50909 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,42933
45809956,1017,HONDA,Civic,2017,Sedan,Yes,Petrol,2,28899 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,54822
45636348,-,VAZ,2107,2006,Sedan,No,Petrol,1.5,131000 km,4.0,Manual,Rear,04-May,Left wheel,White,0,4704
45804814,765,HYUNDAI,Tucson,2015,Jeep,Yes,Diesel,2,146948 km,4.0,Automatic,Front,04-May,Left wheel,White,4,34572
45797088,-,FIAT,500 Abarth,2015,Hatchback,Yes,Petrol,1.4 Turbo,28000 km,4.0,Manual,Front,02-Mar,Left wheel,Red,12,25089
45729931,831,SSANGYONG,Actyon,2017,Jeep,Yes,Petrol,1.6,45691 km,4.0,Automatic,Front,04-May,Left wheel,White,4,38869
45586377,1202,HYUNDAI,Santa FE,2017,Jeep,No,Petrol,2.4,62400 km,4.0,Tiptronic,4x4,04-May,Left wheel,Silver,12,39515
45732788,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,537500 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4,5175
45732925,836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,71941 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,9408
45781106,697,CHEVROLET,Cruze,2015,Sedan,No,Petrol,1.8,37000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0,17249
45816479,-,MERCEDES-BENZ,A 200,2005,Hatchback,Yes,Petrol,2,123456 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,6,10036
45798231,880,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,1.6,65734 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,33575
45772582,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,1600 km,4.0,Automatic,Rear,04-May,Left wheel,Black,12,392
45798101,-,MERCEDES-BENZ,C 300,2017,Sedan,Yes,Petrol,2.0 Turbo,56800 km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,12,72130
45730150,530,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.6,48088 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,25591
45794330,-,TOYOTA,Prius,2013,Sedan,No,Hybrid,1.8,130000 km,6.0,Automatic,Front,04-May,Left wheel,Silver,12,18817
45790417,-,VOLKSWAGEN,Golf 3,1995,Sedan,No,Petrol,1.6,12333 km,4.0,Manual,Front,04-May,Left wheel,Blue,2,4200
45794012,-,VOLKSWAGEN,Passat,2002,Sedan,Yes,Petrol,2.8,256000 km,6.0,Tiptronic,Front,04-May,Left wheel,Grey,12,6586
45783020,-,VOLKSWAGEN,Caddy,2005,Goods wagon,No,Diesel,1.9,140160 km,4.0,Manual,Front,02-Mar,Right-hand drive,Red,3,7840
45732379,836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,198474 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,23536
45733422,1017,HYUNDAI,Sonata,2017,Sedan,Yes,Petrol,2,30930 km,4.0,Automatic,Front,04-May,Left wheel,White,4,53580
45120058,642,BMW,528,2012,Sedan,Yes,Petrol,2.0 Turbo,158400 km,4.0,Tiptronic,Rear,04-May,Left wheel,Black,12,38400
45801499,1211,MERCEDES-BENZ,C 300,2010,Sedan,Yes,Petrol,3,12200 km,6.0,Tiptronic,Rear,04-May,Left wheel,White,8,18503
45641150,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,314373 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,392
45810480,730,CHEVROLET,Orlando,2016,Jeep,Yes,Diesel,1.6,59191 km,4.0,Automatic,Front,04-May,Left wheel,White,4,32393
45809935,503,TOYOTA,Aqua,2012,Hatchback,Yes,Petrol,1.5,113971 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,14069
45803379,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,510248 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4,9252
45813247,1091,TOYOTA,Camry,2016,Sedan,Yes,Petrol,2.5,78920 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,2352
45814467,-,OPEL,Astra,1998,Hatchback,No,Petrol,1.8,200000 km,4.0,Manual,4x4,04-May,Left wheel,Black,12,30
45769271,2455,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,263190 km,8.0,Automatic,4x4,04-May,Left wheel,White,0,862
42870581,-,RENAULT,Megane,2011,Universal,No,Diesel,1.5 Turbo,300000 km,4.0,Manual,Front,04-May,Left wheel,White,4,17876
45803595,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,509460 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,10349
45767508,1104,AUDI,Q7,2015,Jeep,Yes,Petrol,3,264014 km,6.0,Automatic,4x4,04-May,Left wheel,Black,0,862
45441243,-,SCION,tC,2014,Coupe,No,Petrol,2.5,92000 km,4.0,Tiptronic,Front,02-Mar,Left wheel,Blue,6,21950
45730806,629,HYUNDAI,Elantra,2015,Sedan,Yes,LPG,1.6,35607 km,4.0,Automatic,Front,04-May,Left wheel,White,4,19601
45797331,-,MERCEDES-BENZ,C 250,2012,Coupe,Yes,Petrol,1.8 Turbo,36000 km,4.0,Tiptronic,Rear,02-Mar,Left wheel,Blue,12,40769
45797896,687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,52418 km,4.0,Automatic,Front,04-May,Left wheel,White,4,18240
45798376,-,TOYOTA,Land Cruiser 105,2004,Jeep,Yes,Diesel,4.2,170000 km,8.0,Manual,4x4,04-May,Left wheel,Silver,2,200
45654903,-,BMW,X3,2005,Jeep,Yes,Petrol,3,155903 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,10,16935
45241160,521,CHEVROLET,Cruze,2011,Sedan,Yes,Petrol,1.4,131000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,10,6899
45816502,-,HYUNDAI,Elantra,2010,Sedan,No,Petrol,1.8,230400 km,4.0,Tiptronic,Front,04-May,Left wheel,Purple,0,15367
45798064,687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,100403 km,4.0,Automatic,Front,04-May,Left wheel,White,4,14069
45772201,1202,CHEVROLET,Lacetti,2006,Hatchback,No,Petrol,1.6,200000 km,4.0,Manual,Front,04-May,Left wheel,Black,2,1
45767026,738,CHEVROLET,Cruze,2017,Sedan,No,Petrol,1.4 Turbo,65600 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,14,17249
45815752,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,195994 km,4.0,Variator,Front,04-May,Left wheel,Silver,12,30734
45766498,-,SUBARU,Forester stb,2000,Hatchback,No,Petrol,2.0 Turbo,123333 km,4.0,Manual,4x4,04-May,Right-hand drive,Black,1,8467
44935098,878,TOYOTA,Prius,2009,Hatchback,No,Hybrid,1.8,167219 km,4.0,Automatic,Front,04-May,Left wheel,White,8,13485
45783494,-,TOYOTA,Prius,2009,Sedan,Yes,Hybrid,1.8,230000 km,4.0,Variator,Front,04-May,Left wheel,Grey,6,10663
45638949,530,NISSAN,Juke,2013,Jeep,Yes,Petrol,1.6,166013 km,4.0,Automatic,Front,04-May,Left wheel,White,0,2901
45656636,574,HONDA,Insight,2010,Hatchback,Yes,Hybrid,1.3,187312 km,4.0,Automatic,Front,04-May,Left wheel,Blue,0,1803
45337631,1249,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5,32000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,10,32929
45815744,-,MERCEDES-BENZ,E 320,2000,Sedan,Yes,CNG,3.2,192000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Silver,6,9408
45772091,-,MERCEDES-BENZ,E 350,2005,Sedan,Yes,Petrol,3.5 Turbo,111520 km,6.0,Automatic,Rear,04-May,Left wheel,Grey,0,16308
45816446,-,OPEL,Astra,2000,Sedan,Yes,CNG,2,0 km,4.0,Manual,Front,04-May,Left wheel,Blue,6,6272
45730457,640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,111307 km,4.0,Automatic,Front,04-May,Left wheel,White,4,26108
44935144,-,KIA,RIO,2017,Sedan,No,Petrol,1.6,40000 km,4.0,Automatic,Front,04-May,Left wheel,White,2,17249
45802255,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,105461 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,36899
45648484,915,BMW,X5,2014,Jeep,Yes,Diesel,3,0 km,6.0,Automatic,4x4,04-May,Left wheel,Black,0,10349
42410753,-,MAZDA,Millenia,1998,Sedan,No,Petrol,2,160000 km,6.0,Automatic,Front,04-May,Right-hand drive,Blue,6,4200
45770311,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,132630 km,6.0,Automatic,Rear,04-May,Left wheel,Silver,12,314
44989563,-,OPEL,Vectra,1995,Hatchback,No,Petrol,1.8,245000 km,4.0,Manual,Front,04-May,Left wheel,Green,2,3763
45793957,-,MERCEDES-BENZ,E 350,2007,Sedan,Yes,Petrol,3.5,150000 km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,6,21326
45773549,259,CHEVROLET,Volt,2014,Jeep,Yes,Hybrid,1.4,133195 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,862
45285081,642,MAZDA,CX-5,2012,Jeep,No,Petrol,2,105760 km,4.0,Tiptronic,4x4,04-May,Left wheel,Grey,12,23521
45791848,-,SUZUKI,Grand Vitara,2003,Jeep,No,CNG,2.7 Turbo,259200 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,4,8467
45795815,-,OPEL,Vectra,2000,Jeep,No,Petrol,1.8,210000 km,6.0,Manual,Front,>5,Left wheel,Black,0,5959
45770085,1624,MERCEDES-BENZ,E 350,2009,Sedan,Yes,Diesel,3.5,266061 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,1411
45651925,382,FORD,Fusion,2015,Sedan,Yes,Hybrid,2,367720 km,4.0,Automatic,Front,04-May,Left wheel,White,0,470
45816387,640,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2,211214 km,4.0,Automatic,Front,04-May,Left wheel,White,12,862
45798219,880,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,1.6,53871 km,4.0,Automatic,Front,04-May,Left wheel,White,4,33575
45801756,-,BMW,530,2011,Sedan,Yes,Petrol,3,112000 km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,12,32929
45811321,-,KIA,Picanto,2016,Hatchback,No,Petrol,1.2,140000 km,4.0,Manual,Front,04-May,Left wheel,Silver,2,10976
45730629,528,HYUNDAI,Elantra,2014,Sedan,Yes,Diesel,1.6,102152 km,4.0,Automatic,Front,04-May,Left wheel,White,4,27946
45584942,900,MITSUBISHI,Outlander xl,2015,Jeep,Yes,Petrol,2.4,117000 km,4.0,Automatic,Front,04-May,Left wheel,Blue,10,28225
45802618,836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,200221 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,15496
45754998,502,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.5,153235 km,4.0,Automatic,Front,04-May,Left wheel,Red,12,3293
45760784,-,MERCEDES-BENZ,200,1999,Sedan,No,Diesel,2.0 Turbo,315000 km,4.0,Manual,Rear,04-May,Left wheel,Black,6,6586
45810032,1077,HONDA,Civic,2019,Sedan,Yes,Petrol,2,8115 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,59827
44815924,1268,TOYOTA,Aqua,2012,Hatchback,Yes,Hybrid,1.5,180000 km,4.0,Variator,Front,04-May,Right-hand drive,Silver,4,10349
45292649,843,TOYOTA,Prius,2008,Sedan,No,Hybrid,1.5,112500 km,4.0,Automatic,Front,04-May,Left wheel,Green,6,13485
45813225,585,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,230746 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,706
45715279,-,HYUNDAI,Veloster,2013,Coupe,Yes,Petrol,1.6,113000 km,4.0,Automatic,Front,02-Mar,Left wheel,Black,6,11917
45798261,-,BMW,318,1997,Sedan,Yes,Petrol,1.6,3100 km,4.0,Manual,Rear,04-May,Left wheel,Red,4,4500
45781840,-,NISSAN,X-Trail,2005,Jeep,Yes,Petrol,2,137453 km,4.0,Automatic,4x4,04-May,Left wheel,White,6,11917
45766264,919,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3,171221 km,6.0,Automatic,Rear,04-May,Left wheel,Black,12,9252
44836470,-,NISSAN,Juke,2015,Jeep,Yes,Petrol,1.6,49000 km,4.0,Automatic,Front,04-May,Left wheel,White,10,24148
45766352,1935,TOYOTA,Tundra,2016,Jeep,Yes,Petrol,4.6,254805 km,8.0,Automatic,4x4,04-May,Left wheel,White,12,941
45653120,448,HONDA,Insight,2012,Hatchback,Yes,Hybrid,1.3,321269 km,4.0,Automatic,Front,04-May,Left wheel,Red,0,784
45800568,-,BMW,X5,2000,Jeep,Yes,Petrol,4.4,250000 km,8.0,Tiptronic,4x4,04-May,Left wheel,Black,4,15053
45757290,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,260771 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0,941
43611740,1091,TOYOTA,Camry SE,2016,Sedan,Yes,Petrol,2.5,52359 km,4.0,Automatic,Front,04-May,Left wheel,Carnelian red,8,26657
45760536,1267,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.5,156000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,2,10036
45805962,-,KIA,Optima,2012,Sedan,Yes,Hybrid,2.4,126994 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,12,19757
45770838,722,MERCEDES-BENZ,Smart,2004,Cabriolet,No,Diesel,0.8 Turbo,22000 km,3.0,Tiptronic,Rear,02-Mar,Left wheel,Black,2,6272
45809875,831,HONDA,Civic,2018,Hatchback,Yes,Petrol,1.5,27244 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,60499
45814893,585,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.8,492642 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,5175
45760554,289,FORD,Escape,2008,Jeep,Yes,Hybrid,0.4,349288 km,4.0,Automatic,Front,04-May,Left wheel,Blue,0,1333
44631202,530,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.6,75000 km,4.0,Tiptronic,Front,04-May,Left wheel,White,8,13172
45732385,707,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2,215647 km,4.0,Automatic,Front,04-May,Left wheel,White,4,21363
45803430,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,314772 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,15681
45762479,779,CHEVROLET,Malibu,2013,Sedan,Yes,Petrol,2.5,228285 km,4.0,Automatic,Front,04-May,Left wheel,White,12,862
37343138,-,MITSUBISHI,Delica,2005,Minivan,No,Petrol,3,85000 km,6.0,Automatic,4x4,04-May,Right-hand drive,Silver,4,90
45812606,585,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,227853 km,4.0,Automatic,Front,04-May,Left wheel,Brown,12,470
45809943,639,CHEVROLET,Cruze,2014,Sedan,Yes,Diesel,2,60550 km,4.0,Automatic,Front,04-May,Left wheel,Red,4,11895
45792712,-,FORD,Transit 350T,2007,Microbus,No,Diesel,2.4 Turbo,290000 km,4.0,Manual,Rear,04-May,Left wheel,White,1,45473
45650020,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,159379 km,4.0,Automatic,Front,04-May,Left wheel,White,12,3136
45762471,1024,FORD,Fusion,2010,Sedan,Yes,Petrol,2.5,147790 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12,220
44698379,-,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,130000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,6,18660
45768378,1324,TOYOTA,Highlander,2010,Sedan,Yes,Hybrid,3.3,316912 km,6.0,Automatic,4x4,04-May,Left wheel,Blue,12,125
45772602,-,MERCEDES-BENZ,Vito,2004,Microbus,Yes,Diesel,2.2,400000 km,4.0,Manual,Front,04-May,Left wheel,Blue,0,20385
45647790,1211,BMW,X5,2010,Jeep,Yes,Diesel,3,265210 km,6.0,Automatic,4x4,04-May,Left wheel,Black,0,1882
45642122,765,MERCEDES-BENZ,C 300,2015,Sedan,Yes,Petrol,2,0 km,4.0,Automatic,4x4,04-May,Left wheel,White,12,18817
45768560,1360,LEXUS,GX 470,2013,Jeep,Yes,Petrol,4.6,154115 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0,1490
45807490,765,MERCEDES-BENZ,C 300,2015,Sedan,Yes,Petrol,2,73323 km,4.0,Automatic,4x4,04-May,Left wheel,White,12,157
45410118,-,TOYOTA,Land Cruiser Prado,2017,Jeep,No,Diesel,3,33000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Grey,12,90947
45769732,-,MERCEDES-BENZ,E 270,2000,Sedan,No,Diesel,2.7 Turbo,210000 km,5.0,Tiptronic,Rear,04-May,Left wheel,Black,10,10976
45766089,639,AUDI,A4,2014,Sedan,Yes,Petrol,2,42395 km,4.0,Automatic,4x4,04-May,Left wheel,Grey,0,1254
44132148,3208,AUDI,S6,2007,Sedan,Yes,Petrol,5.2,108000 km,6.0,Tiptronic,4x4,04-May,Left wheel,White,6,13000
45732587,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,121639 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,48575
45705155,-,BMW,X5,2004,Jeep,Yes,Diesel,3,317000 km,4.0,Tiptronic,4x4,04-May,Left wheel,Beige,12,17249
45808694,900,ACURA,TLX,2015,Sedan,Yes,Petrol,2.4,83099 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,3450
45758628,-,OPEL,Vectra,2000,Universal,No,Petrol,1.6,13000 km,4.0,Manual,Front,04-May,Left wheel,Golden,0,6899
45789494,-,MERCEDES-BENZ,C 200,2000,Sedan,Yes,LPG,2,150000 km,4.0,Automatic,Rear,>5,Left wheel,Silver,6,8781
45773711,-,BMW,740,1996,Sedan,Yes,CNG,4,14000 km,8.0,Tiptronic,Rear,04-May,Left wheel,Blue,6,8467
45772894,-,OPEL,Combo,2001,Goods wagon,No,Diesel,1.7 Turbo,242701 km,16.0,Manual,Front,02-Mar,Left wheel,Blue,2,7213
45786453,-,SUBARU,Forester,2001,Universal,No,Petrol,2.0 Turbo,111111 km,4.0,Automatic,4x4,04-May,Right-hand drive,Silver,4,4800
45757288,831,CHEVROLET,Malibu,2011,Sedan,Yes,Petrol,2.4,283806 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,941
45810208,475,FIAT,500,2012,Hatchback,Yes,Petrol,1.4,164574 km,4.0,Automatic,Front,04-May,Left wheel,Red,12,706
44936719,-,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,57000 km,4.0,Variator,Front,04-May,Left wheel,Black,12,22266
45803621,862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,61861 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,12858
44109015,1266,TOYOTA,Aqua,2014,Hatchback,No,Hybrid,1.5,122000 km,4.0,Variator,Front,04-May,Right-hand drive,Silver,0,10506
45769352,753,HYUNDAI,Tucson,2012,Jeep,Yes,Petrol,2.4,221126 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,220
45801978,730,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,1.6,31151 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,18503
45816087,1277,HYUNDAI,Santa FE,2018,Sedan,Yes,Petrol,2.4,56150 km,4.0,Automatic,Front,02-Mar,Left wheel,Blue,12,11133
45809995,1091,CHEVROLET,Impala,2016,Sedan,Yes,Petrol,2.5,62230 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,53540
45815150,-,BMW,X5,2011,Jeep,Yes,Diesel,3.0 Turbo,239000 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,51746
45521131,1750,TOYOTA,Highlander LIMITED,2008,Jeep,Yes,Hybrid,3.3,190000 km,6.0,Automatic,4x4,04-May,Left wheel,White,12,23521
45804281,877,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,1.7,130039 km,4.0,Automatic,Front,04-May,Left wheel,White,4,44545
45732360,1079,HYUNDAI,Santa FE,2018,Jeep,Yes,Diesel,2,41778 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,64002
45733573,765,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2,64512 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,39722
45463497,-,HYUNDAI,Tucson,2017,Jeep,No,Petrol,2,36800 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,8,36065
44945653,-,CHEVROLET,Volt,2012,Hatchback,No,Plug-in Hybrid,1.4,165900 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12,20385
45047684,-,LEXUS,RX 350 F sport,2016,Jeep,Yes,Petrol,3.5,52000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,8,119172
45809024,687,DAEWOO,Lacetti,2010,Sedan,Yes,Petrol,1.6,69111 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,7527
45808471,1190,AUDI,RS7,2014,Hatchback,Yes,Petrol,4,98446 km,8.0,Automatic,4x4,04-May,Left wheel,White,12,549
45816576,585,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,133363 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,706
45813367,917,BMW,X5,2013,Jeep,Yes,Petrol,3,160813 km,6.0,Automatic,4x4,04-May,Left wheel,White,12,392
45816066,345,TOYOTA,Prius C,2016,Hatchback,No,Hybrid,1.5,131200 km,4.0,Automatic,Front,04-May,Left wheel,Silver,6,20071
45810506,531,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,1.6,69774 km,4.0,Automatic,Front,04-May,Left wheel,White,4,13630
45717120,-,MINI,Countryman,2011,Hatchback,Yes,Petrol,1.6,123984 km,4.0,Automatic,Front,04-May,Left wheel,Green,8,18817
45750668,1055,FORD,Explorer,2013,Jeep,Yes,Petrol,3.5,0 km,6.0,Automatic,Front,04-May,Left wheel,Purple,12,6429
45803248,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,620755 km,4.0,Automatic,Front,04-May,Left wheel,White,4,10976
45769021,753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,259184 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0,251
45773902,753,KIA,Optima,2012,Sedan,Yes,Petrol,2.4,125442 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,2587
45760873,986,TOYOTA,Camry,2010,Sedan,Yes,Hybrid,2.4,277840 km,4.0,Automatic,Front,04-May,Left wheel,White,12,392
45803539,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,471636 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4,9722
45794583,-,MERCEDES-BENZ,E 200,2012,Sedan,Yes,Petrol,2,120000 km,4.0,Tiptronic,Rear,04-May,Left wheel,Blue,12,31988
45799612,-,MERCEDES-BENZ,Sprinter,2004,Microbus,No,Diesel,2.2 Turbo,371500 km,4.0,Manual,4x4,04-May,Left wheel,White,2,29793
45809444,749,HYUNDAI,Sonata,2014,Sedan,Yes,Petrol,2.4,158714 km,4.0,Automatic,Front,04-May,Left wheel,White,12,2901
45757675,934,TOYOTA,Camry,2015,Sedan,Yes,Petrol,2.5,151610 km,4.0,Automatic,Front,04-May,Left wheel,White,12,7527
45782046,562,VOLKSWAGEN,Jetta SE,2015,Sedan,No,Petrol,1.4,69505 km,4.0,Tiptronic,Front,04-May,Left wheel,White,6,11666
45789960,1090,KIA,Sportage,2008,Jeep,Yes,Diesel,2,60928 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,9408
45731511,1249,HYUNDAI,H1,2017,Universal,Yes,Diesel,2.5,112523 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,47217
45732052,707,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2,121581 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,28927
45725663,707,SSANGYONG,Actyon,2011,Jeep,Yes,Diesel,2,157456 km,4.0,Automatic,Front,04-May,Left wheel,White,4,17035
45781832,-,MAZDA,Demio,2003,Hatchback,No,Diesel,1.4 Turbo,0 km,4.0,Manual,Front,04-May,Left wheel,Silver,0,6899
45770255,690,HONDA,FIT,2016,Hatchback,No,Petrol,1.5,49600 km,4.0,Automatic,Front,04-May,Left wheel,White,6,18817
45809369,400,HONDA,FIT,2018,Universal,Yes,Hybrid,1.5,57809 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,31211
44728719,345,TOYOTA,Prius C,2016,Hatchback,No,Hybrid,1.5,250000 km,4.0,Variator,Front,04-May,Left wheel,Silver,12,14113
45810295,1080,PORSCHE,Cayenne,2014,Jeep,Yes,Petrol,3.6,186282 km,6.0,Automatic,4x4,04-May,Left wheel,White,12,1176
45768125,475,CHEVROLET,Volt,2012,Jeep,Yes,Hybrid,1.4,188419 km,4.0,Automatic,Front,04-May,Left wheel,Red,0,627
