ID,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Price
45649944,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,225510 km,4.0,Automatic,Front,04-May,Left wheel,White,12,
44876552,-,INFINITI,FX35,2005,Jeep,Yes,Petrol,3.5,1000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Silver,6,
45369256,640,FORD,C-MAX,2013,Sedan,Yes,Plug-in Hybrid,2,105000 km,4.0,Automatic,Front,04-May,Left wheel,White,8,
45738340,1211,BMW,X5 restilling,2010,Jeep,Yes,Petrol,3.0 Turbo,165000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Golden,12,
45811571,-,MAZDA,Premacy,2003,Minivan,No,Petrol,1.8,10270 km,4.0,Automatic,Front,04-May,Right-hand drive,Grey,2,
45801961,880,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,1.6,54865 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45732562,696,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2.2,42857 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,
45808846,333,FORD,C-MAX,2014,Hatchback,No,Hybrid,2,135657 km,4.0,Automatic,Front,04-May,Left wheel,White,12,
45789998,1282,KIA,Sportage,2007,Jeep,Yes,Diesel,2,160487 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45781831,-,BMW,528,1998,Sedan,Yes,Petrol,2.8,124000 km,6.0,Manual,Rear,04-May,Left wheel,Black,0,
33919101,-,HYUNDAI,IX35 2.0,2013,Jeep,Yes,Petrol,2,100000 km,10.0,Tiptronic,4x4,04-May,Left wheel,Silver,12,
45642848,650,CHEVROLET,Cruze,2016,Sedan,No,Petrol,1.4 Turbo,107200 km,4.0,Automatic,Rear,04-May,Left wheel,Black,6,
45773513,382,CHEVROLET,Volt,2017,Hatchback,Yes,Hybrid,1.5,125358 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0,
45744836,-,HYUNDAI,Veloster R-spec,2014,Coupe,Yes,Petrol,1.6 Turbo,96000 km,4.0,Manual,Front,02-Mar,Left wheel,Black,6,
45789074,-,TOYOTA,Vitz RS,2008,Hatchback,Yes,Petrol,1.5,95000 km,4.0,Variator,Front,04-May,Right-hand drive,White,4,
45730474,640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,169027 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45810370,966,SUZUKI,SX4,2009,Jeep,No,Petrol,2,107000 km,4.0,Automatic,4x4,04-May,Left wheel,Grey,8,
45645027,503,HONDA,Civic,2012,Sedan,Yes,Hybrid,1.5,146403 km,4.0,Automatic,Front,04-May,Left wheel,White,0,
45797193,836,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,170340 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45800806,-,FORD,Transit,1995,Microbus,No,Diesel,2.5,111111 km,4.0,Manual,Rear,04-May,Left wheel,Yellow,2,
45769082,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,1600 km,4.0,Automatic,Rear,04-May,Left wheel,Black,12,
45793345,696,MERCEDES-BENZ,Vito,2013,Minivan,No,Diesel,2.2 Turbo,167000 km,4.0,Manual,Rear,04-May,Left wheel,White,2,
45785703,5877,MERCEDES-BENZ,CLK 430,2005,Cabriolet,No,Petrol,7.3,156470 km,12.0,Automatic,Rear,04-May,Left wheel,Black,12,
45765502,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,1600 km,4.0,Automatic,Rear,04-May,Left wheel,Black,12,
45652895,753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,93816 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,
45768566,1474,JAGUAR,XF,2012,Sedan,Yes,Petrol,5,82925 km,8.0,Automatic,Rear,04-May,Left wheel,Green,12,
45806551,-,TOYOTA,Highlander,2010,Jeep,Yes,Petrol,3.5,225600 km,6.0,Tiptronic,Front,04-May,Left wheel,Silver,6,
45068305,642,HYUNDAI,I30,2012,Pickup,Yes,Petrol,2,156000 km,4.0,Automatic,Front,04-May,Left wheel,White,8,
45793211,-,OPEL,Astra,2004,Hatchback,No,Petrol,1.6,191576 km,4.0,Manual,Front,04-May,Left wheel,Black,6,
45776884,-,MERCEDES-BENZ,C 180,1999,Sedan,No,CNG,1.8,0 km,4.0,Tiptronic,Rear,04-May,Right-hand drive,Blue,2,
45788857,-,TOYOTA,Prius,2015,Sedan,No,Hybrid,1.8,67200 km,4.0,Automatic,Front,04-May,Left wheel,Black,8,
45802331,862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,38283 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45766602,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Diesel,2,26802 km,4.0,Automatic,Rear,04-May,Left wheel,Black,12,
45777845,5908,BMW,520,1999,Sedan,No,Petrol,2.5,0 km,6.0,Tiptronic,Rear,04-May,Right-hand drive,Silver,4,
45520675,-,PORSCHE,Cayenne,2009,Jeep,Yes,Petrol,4.8,145000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,10,
45772932,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,50930 km,4.0,Automatic,Rear,04-May,Left wheel,Black,12,
45809602,642,CHEVROLET,Cruze,2012,Sedan,Yes,Diesel,2,355272 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45718610,-,TOYOTA,Prius,2006,Hatchback,No,Hybrid,1.4,173000 km,4.0,Variator,Front,04-May,Left wheel,Grey,8,
45800225,-,NISSAN,Note,2008,Hatchback,No,Petrol,1.5,104000 km,4.0,Automatic,Front,04-May,Right-hand drive,Grey,2,
45781889,-,MERCEDES-BENZ,C 230,2004,Sedan,Yes,Diesel,2.2 Turbo,1234 km,4.0,Automatic,Rear,04-May,Left wheel,Black,0,
45796777,862,HYUNDAI,H1,2011,Universal,Yes,Diesel,2.5,222604 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45765179,650,FIAT,500,2016,Jeep,Yes,Petrol,1.4,77600 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,
45667168,1408,FORD,Transit,2007,Microbus,No,Diesel,2.2 Turbo,175000 km,4.0,Manual,Front,04-May,Left wheel,White,2,
45651298,463,TOYOTA,Prius,2018,Hatchback,Yes,Hybrid,1.8,2102 km,4.0,Automatic,Front,04-May,Left wheel,White,12,
45748270,-,MERCEDES-BENZ,Sprinter,1999,Microbus,No,Diesel,2.9,0 km,4.0,Manual,Rear,>5,Left wheel,White,2,
45802204,1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,91804 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45800810,1307,CADILLAC,ATS,2015,Coupe,Yes,Petrol,3.6 Turbo,84800 km,6.0,Automatic,Rear,02-Mar,Left wheel,Silver,12,
45730395,640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,153641 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45760668,934,SUBARU,Forester,2015,Jeep,Yes,Petrol,2.5,90392 km,4.0,Automatic,4x4,04-May,Left wheel,White,0,
45808598,831,NISSAN,Versa,2017,Jeep,Yes,Petrol,1.6,59974 km,4.0,Automatic,Front,04-May,Left wheel,Red,12,
45815230,2070,TOYOTA,4Runner,2018,Jeep,Yes,Petrol,4,58971 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12,
45730283,831,SSANGYONG,Actyon,2017,Jeep,Yes,Petrol,1.6,81348 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45731537,1091,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,51831 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45769953,1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,3.5,229904 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,
45767627,753,KIA,Optima,2012,Sedan,No,Petrol,2.4,121000 km,4.0,Tiptronic,Front,04-May,Left wheel,Carnelian red,12,
45793128,-,BMW,528,1992,Sedan,Yes,Petrol,2.8,1000 km,6.0,Manual,Rear,04-May,Left wheel,Black,2,
45768807,-,AUDI,A6,1995,Sedan,Yes,CNG,2.8,0 km,6.0,Automatic,Front,04-May,Left wheel,Grey,4,
45792354,-,BMW,X1 X-Drive,2011,Jeep,No,Diesel,1.8 Turbo,70000 km,4.0,Tiptronic,4x4,04-May,Left wheel,White,6,
45768887,-,BMW,335,2010,Sedan,Yes,Diesel,3.0 Turbo,197000 km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,8,
45779762,781,CHEVROLET,Cruze,2018,Sedan,No,Petrol,1.4,0 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0,
45636893,595,TOYOTA,Yaris iA,2015,Sedan,No,Petrol,1.5,78400 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12,
45788474,-,TOYOTA,Prius C,2015,Hatchback,No,Hybrid,1.5,144000 km,4.0,Automatic,Front,04-May,Left wheel,Black,10,
45811267,1091,TOYOTA,RAV 4,2016,Jeep,Yes,Petrol,2.5,95762 km,4.0,Automatic,4x4,04-May,Left wheel,Black,12,
45768361,1076,HYUNDAI,Elantra,2020,Sedan,Yes,Petrol,2,25038 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,
45813530,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,238469 km,4.0,Automatic,Front,04-May,Left wheel,Red,0,
45809568,691,HONDA,FIT,2017,Hatchback,Yes,Petrol,1.3,85000 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45802189,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,117466 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45774862,-,MERCEDES-BENZ,ML 350,2003,Jeep,Yes,Petrol,3.5,273363 km,6.0,Tiptronic,4x4,04-May,Left wheel,Grey,9,
45561855,-,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,141000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4,
45760909,-,INFINITI,FX35,2003,Jeep,Yes,Petrol,3.5,203000 km,4.0,Tiptronic,Rear,04-May,Left wheel,Golden,6,
45798375,-,MAZDA,Verisa 2007,2007,Hatchback,No,Petrol,1.4,180000 km,4.0,Automatic,Front,04-May,Right-hand drive,White,4,
45525921,586,TOYOTA,Prius,2012,Sedan,Yes,Hybrid,1.8,89000 km,4.0,Variator,Front,04-May,Left wheel,Black,10,
45811235,1249,TOYOTA,RAV 4,2017,Jeep,Yes,Petrol,2.5,55362 km,4.0,Automatic,4x4,04-May,Left wheel,Blue,12,
45733183,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,306922 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45776401,2858,MERCEDES-BENZ,E 550,2008,Sedan,Yes,Petrol,5.5,162000 km,8.0,Tiptronic,Rear,04-May,Left wheel,Black,12,
45795373,-,TOYOTA,Ist,2002,Hatchback,No,Petrol,1.3,190000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,0,
45667814,-,MERCEDES-BENZ,Sprinter,2006,Microbus,No,Diesel,2.9 Turbo,300000 km,5.0,Manual,Rear,04-May,Left wheel,White,0,
45801984,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,68976 km,4.0,Automatic,Front,04-May,Left wheel,White,4,
45781177,-,NISSAN,March,2004,Hatchback,No,CNG,1.2,145000 km,4.0,Automatic,Front,04-May,Right-hand drive,Red,0,
45728673,640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,126116 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45788811,-,MERCEDES-BENZ,CLK 230,2004,Coupe,Yes,Petrol,2.3,328000 km,4.0,Manual,Rear,02-Mar,Left wheel,Blue,0,
45798523,-,FORD,Focus,2015,Hatchback,No,Petrol,2,21000 km,4.0,Manual,Front,04-May,Left wheel,Carnelian red,10,
45813823,1533,DODGE,Challenger,2016,Coupe,Yes,Petrol,3.6,127245 km,6.0,Automatic,Rear,02-Mar,Left wheel,Red,12,
45548889,-,TOYOTA,Prius,2007,Hatchback,No,Hybrid,1.5,141000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,8,
45786809,-,BMW,528,1998,Sedan,No,Petrol,2.8,290000 km,6.0,Manual,Rear,04-May,Left wheel,Green,4,
45503635,-,FORD,Transit,1994,Microbus,No,Diesel,2.5,111000 km,4.0,Manual,Rear,04-May,Left wheel,White,0,
45788451,-,BMW,318,1998,Sedan,No,Petrol,1.9,0 km,4.0,Manual,Rear,04-May,Left wheel,Black,4,
45803447,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,371964 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4,
45804335,586,LEXUS,CT 200h,2012,Sedan,Yes,Hybrid,1.8,47286 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45769938,934,SUBARU,Forester,2015,Jeep,Yes,Petrol,2.5,90392 km,4.0,Automatic,4x4,04-May,Left wheel,White,0,
45797083,836,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,115363 km,4.0,Automatic,Front,04-May,Left wheel,Red,4,
45766787,836,VOLKSWAGEN,Tiguan,2010,Jeep,Yes,Petrol,2,185496 km,4.0,Automatic,Front,04-May,Left wheel,White,12,
44960962,934,TOYOTA,Camry,2015,Sedan,Yes,Petrol,2.5,75000 km,6.0,Tiptronic,Front,04-May,Left wheel,Black,8,
45757915,1646,LEXUS,GX 470,2015,Jeep,Yes,Petrol,4.6,106918 km,8.0,Automatic,4x4,04-May,Left wheel,Black,12,
45794879,-,VAZ,2121 (Niva),1998,Jeep,No,Petrol,1.7,50000 km,4.0,Manual,4x4,02-Mar,Left wheel,Green,0,
45802873,765,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,90000 km,4.0,Automatic,Front,04-May,Left wheel,White,4,
45808905,530,CHEVROLET,Aveo,2013,Hatchback,Yes,Petrol,1.6,87753 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45776723,-,OPEL,Vectra B,1996,Sedan,No,Petrol,1.8,260000 km,4.0,Manual,Front,04-May,Left wheel,Green,2,
45733401,900,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2.4,81163 km,4.0,Automatic,Front,04-May,Left wheel,White,4,
45802712,639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,174261 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45382432,-,MERCEDES-BENZ,X 250 ევროპული,2018,Pickup,Yes,Diesel,2.5 Turbo,43000 km,8.0,Automatic,4x4,04-May,Left wheel,Blue,0,
45668515,-,MERCEDES-BENZ,ML 350,2009,Jeep,No,Petrol,3.7,208000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,0,
45667161,697,VOLKSWAGEN,Jetta,2015,Sedan,Yes,Petrol,1.8,70000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45809849,584,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.8,81819 km,4.0,Automatic,Front,04-May,Left wheel,White,4,
45804505,642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,146526 km,4.0,Automatic,Front,04-May,Left wheel,White,4,
45806865,505,MITSUBISHI,Outlander,2018,Jeep,Yes,Hybrid,2,79283 km,4.0,Automatic,4x4,04-May,Left wheel,Black,12,
44552442,-,BMW,X1,2010,Hatchback,No,Diesel,2.0 Turbo,274000 km,4.0,Manual,Rear,04-May,Left wheel,Black,6,
45809774,583,CHEVROLET,Cruze,2011,Sedan,Yes,Petrol,1.6,148765 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
43002422,-,TOYOTA,Prius,2010,Hatchback,No,Petrol,1.8,150000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45744690,692,DAEWOO,Gentra,2008,Hatchback,Yes,Petrol,1.2,126702 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,
45813517,1308,BMW,650,2012,Coupe,Yes,Petrol,4.4,0 km,8.0,Automatic,Rear,02-Mar,Left wheel,Blue,12,
45810262,765,CHEVROLET,Malibu,2015,Sedan,Yes,Diesel,2,133988 km,4.0,Automatic,Front,04-May,Left wheel,White,4,
45797358,878,TOYOTA,Prius,2009,Sedan,No,Hybrid,1.8,195000 km,4.0,Automatic,Front,04-May,Left wheel,White,8,
45778517,-,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.5,50000 km,4.0,Variator,Front,04-May,Right-hand drive,Grey,6,
45797089,629,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.6,37509 km,4.0,Automatic,Front,04-May,Left wheel,White,4,
45797499,639,MERCEDES-BENZ,CLA 250,2014,Sedan,Yes,Petrol,2.0 Turbo,85000 km,4.0,Tiptronic,4x4,04-May,Left wheel,White,10,
45732069,836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,153997 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45749408,-,MITSUBISHI,Carisma,2001,Sedan,No,Petrol,1.6,258000 km,4.0,Manual,Rear,04-May,Left wheel,Blue,4,
45537656,-,NISSAN,Serena,2010,Minivan,No,LPG,2,120000 km,4.0,Variator,Front,04-May,Right-hand drive,Black,12,
45769645,1324,TOYOTA,Highlander,2010,Sedan,Yes,Hybrid,3.3,316912 km,6.0,Automatic,4x4,04-May,Left wheel,Blue,12,
45725207,707,SSANGYONG,Actyon,2011,Jeep,Yes,Diesel,2,72080 km,4.0,Automatic,Front,04-May,Left wheel,White,4,
45802701,1077,HYUNDAI,Santa FE,2019,Jeep,Yes,Diesel,2,56000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45810131,966,CHEVROLET,Lacetti,2009,Sedan,Yes,Diesel,2,155025 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,
41672497,-,HONDA,FIT,2007,Hatchback,No,Petrol,1.3,98000 km,4.0,Automatic,Front,04-May,Right-hand drive,Black,4,
45791105,1327,SUBARU,Outback,2018,Hatchback,Yes,Petrol,2.5,41794 km,4.0,Automatic,4x4,04-May,Left wheel,Silver,12,
45797182,836,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,100000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45481458,-,MERCEDES-BENZ,GL 450,2006,Jeep,Yes,LPG,4.5 Turbo,181000 km,6.0,Automatic,4x4,04-May,Left wheel,Black,6,
45127630,-,TOYOTA,Prius C,2012,Hatchback,Yes,Hybrid,1.5,112000 km,4.0,Automatic,Front,04-May,Left wheel,Black,10,
45651843,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,186005 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12,
45771902,761,TOYOTA,Prius,2010,Jeep,Yes,Hybrid,1.8,256966 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12,
45805126,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,191490 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45549874,-,FORD,Transit,1998,Goods wagon,No,Diesel,2.5,228000 km,4.0,Manual,Rear,02-Mar,Left wheel,White,2,
45434417,1360,LEXUS,GX 460,2013,Jeep,Yes,Petrol,4.6,83680 km,8.0,Tiptronic,4x4,04-May,Left wheel,White,12,
45789034,-,FORD,Fusion,2017,Sedan,Yes,Petrol,2.5,98000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,8,
45114773,1855,NISSAN,Serena,2011,Minivan,No,Petrol,2,105000 km,4.0,Variator,Front,04-May,Right-hand drive,Silver,2,
45813980,586,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,87000 km,4.0,Automatic,Front,04-May,Left wheel,Blue,7,
45808410,765,NISSAN,100 NX,2015,Sedan,Yes,Petrol,2,70395 km,4.0,Automatic,Front,04-May,Left wheel,White,12,
45791671,-,TOYOTA,Prius,2005,Sedan,No,Hybrid,1.5,21245 km,4.0,Variator,Front,04-May,Left wheel,Golden,4,
45789756,640,AUDI,A4,2013,Sedan,Yes,Petrol,2.0 Turbo,176000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,10,
45025127,1493,MERCEDES-BENZ,GLE 350,2016,Jeep,Yes,Petrol,3.5,45000 km,6.0,Tiptronic,Rear,04-May,Left wheel,Grey,12,
45732611,694,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2.2,83126 km,4.0,Automatic,Front,04-May,Left wheel,White,4,
45796870,-,LEXUS,LX 570,2013,Jeep,Yes,Petrol,5.7,78400 km,8.0,Tiptronic,4x4,04-May,Left wheel,Black,12,
45651273,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,190549 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,
45769225,1811,LEXUS,GX 470,2010,Jeep,Yes,Petrol,4.6,357246 km,8.0,Automatic,4x4,04-May,Left wheel,Grey,0,
44730285,-,TOYOTA,Prius S,2010,Hatchback,No,Hybrid,1.8,164000 km,4.0,Automatic,Front,04-May,Left wheel,Golden,6,
45641328,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,314373 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,
45764460,1493,MERCEDES-BENZ,E 350,2016,Sedan,Yes,Diesel,3.5,77205 km,6.0,Automatic,Rear,04-May,Left wheel,Grey,12,
45791824,-,HONDA,Stream,2001,Minivan,No,Petrol,1.7,1000 km,4.0,Automatic,Front,04-May,Right-hand drive,Brown,0,
45813437,1481,BMW,428,2017,Coupe,Yes,Petrol,3,71894 km,6.0,Automatic,Rear,02-Mar,Left wheel,Blue,12,
45752261,3739,FORD,F150,2004,Sedan,Yes,Petrol,4.6,0 km,8.0,Automatic,Rear,04-May,Left wheel,Red,12,
45806415,831,GMC,TERRAIN,2018,Sedan,Yes,Petrol,1.5,51050 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12,
45644219,761,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,170000 km,4.0,Variator,Front,04-May,Left wheel,Blue,10,
45806693,831,TOYOTA,Camry,2011,Sedan,Yes,Hybrid,2.4,248178 km,4.0,Tiptronic,Front,04-May,Left wheel,White,10,
45771842,1850,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,3.5,494317 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,
45804453,751,JEEP,Compass,2013,Jeep,Yes,Petrol,2.4,105568 km,4.0,Automatic,Front,04-May,Left wheel,Red,4,
45813940,919,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3,180251 km,6.0,Automatic,4x4,04-May,Left wheel,White,12,
45785819,-,MERCEDES-BENZ,C 240,2002,Sedan,Yes,LPG,2.6,300000 km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,8,
45733417,891,HYUNDAI,Sonata,2016,Sedan,Yes,Petrol,2,17996 km,4.0,Automatic,Front,04-May,Left wheel,White,4,
45801293,-,LAND ROVER,Range Rover,2003,Jeep,Yes,Petrol,4.4,150000 km,8.0,Tiptronic,4x4,04-May,Left wheel,White,12,
45768297,645,TOYOTA,Prius,2011,Sedan,Yes,Hybrid,1.8,353606 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,
45648572,1172,TOYOTA,Highlander,2011,Sedan,Yes,Hybrid,3.5,368064 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12,
45792577,-,OPEL,Vectra,1997,Sedan,No,CNG,1.6,0 km,4.0,Manual,Front,04-May,Left wheel,Carnelian red,2,
45809036,790,DAEWOO,Lacetti,2009,Sedan,Yes,Petrol,1.6,117685 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45797138,707,HYUNDAI,Genesis,2011,Coupe,Yes,Petrol,2,107005 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45767415,761,TOYOTA,Prius,2010,Jeep,Yes,Hybrid,1.8,408997 km,4.0,Automatic,Front,04-May,Left wheel,White,12,
45804147,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,100563 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45765081,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,1600 km,4.0,Automatic,Rear,04-May,Left wheel,Black,12,
45770572,639,MAZDA,CX-5,2014,Jeep,No,Petrol,2,8900 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12,
45769802,1360,LEXUS,GX 470,2013,Jeep,Yes,Petrol,4.6,202651 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0,
45815359,1493,LEXUS,RX 350,2016,Jeep,Yes,Petrol,3.5,65981 km,6.0,Automatic,Front,04-May,Left wheel,Black,12,
45654474,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,167222 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,
45809453,1086,CADILLAC,SRX,2012,Jeep,Yes,Petrol,3.6,0 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,
45656553,690,LEXUS,RX 450,2016,Jeep,Yes,Hybrid,3.5,59858 km,6.0,Automatic,Front,04-May,Left wheel,Silver,12,
45813620,530,PORSCHE,Cayenne,2015,Jeep,Yes,Hybrid,3,105022 km,6.0,Automatic,4x4,04-May,Left wheel,White,12,
45812576,-,MITSUBISHI,Outlander,2015,Jeep,No,Petrol,2.4,45000 km,4.0,Variator,4x4,04-May,Left wheel,White,10,
45642008,607,TOYOTA,Camry,2019,Sedan,Yes,Hybrid,2.5,9626 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,
45781095,308,TOYOTA,Prius,2014,Sedan,Yes,Hybrid,1.8,111000 km,4.0,Variator,Front,04-May,Left wheel,Red,14,
42866369,891,HYUNDAI,Elantra Limited,2016,Sedan,Yes,Petrol,2,25077 km,4.0,Automatic,Front,04-May,Left wheel,Red,8,
45709681,-,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.8,45000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,8,
45797107,836,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,170000 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45815361,-,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.5,100000 km,4.0,Variator,Front,04-May,Right-hand drive,White,6,
45813279,1091,TOYOTA,RAV 4,2016,Jeep,No,Petrol,2.5,70400 km,4.0,Automatic,4x4,04-May,Left wheel,Black,10,
45801968,730,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,1.6,29864 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45789886,1705,SSANGYONG,REXTON,2007,Jeep,Yes,Diesel,2.7,76224 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45660608,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,382746 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12,
45728317,604,PORSCHE,Cayenne,2016,Jeep,Yes,Hybrid,3,0 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,
38606596,-,CHRYSLER,300,2004,Limousine,Yes,Petrol,3.5,180800 km,6.0,Automatic,Front,04-May,Left wheel,Pink,2,
45810035,1077,HONDA,Civic,2019,Sedan,Yes,Petrol,2,8115 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45801041,-,TOYOTA,Land Cruiser Prado RX,1997,Jeep,No,Petrol,2.7,213700 km,4.0,Automatic,4x4,02-Mar,Right-hand drive,Green,2,
45619717,-,FIAT,500,2016,Coupe,No,Petrol,1.6,43000 km,4.0,Automatic,Front,02-Mar,Left wheel,Black,10,
