CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
709372608,43,M,4,Uneducated,Married,$60K - $80K,Blue,31,1,1,2,23457,2517,20940,0.676,7370,96,0.627,0.107,
712447758,46,M,2,Graduate,Married,$80K - $120K,Blue,39,2,2,3,11901,2517,9384,0.781,7998,82,0.608,0.211,
768460908,59,M,1,Graduate,Single,$40K - $60K,Blue,53,3,3,3,6035,1392,4643,0.361,1551,32,0.6,0.231,
748827033,44,M,3,Graduate,Divorced,$60K - $80K,Blue,37,5,2,3,3290,0,3290,0.841,4780,84,0.615,0,
711267633,50,F,3,Graduate,Divorced,Less than $40K,Blue,40,5,4,4,4248,316,3932,0.661,2271,36,0.333,0.074,
788095158,52,M,3,Uneducated,Married,$80K - $120K,Blue,44,3,3,3,11606,0,11606,0.797,2623,39,0.393,0,
717078933,40,F,5,Graduate,Single,Less than $40K,Blue,29,3,2,4,4205,2517,1688,0.652,4256,69,0.725,0.599,
718160358,51,F,1,Graduate,Married,Less than $40K,Blue,39,5,3,2,1438.3,0,1438.3,0.885,2492,35,0.296,0,
813952233,44,M,3,Graduate,Unknown,Less than $40K,Blue,39,5,2,4,2978,2134,844,0.579,1413,46,0.394,0.717,
714914583,40,F,4,Graduate,Single,Less than $40K,Blue,27,6,2,3,3751,1521,2230,0.974,1060,30,1.308,0.405,
714673833,59,F,1,Graduate,Single,$40K - $60K,Blue,36,3,3,1,1528,0,1528,0.669,4411,77,0.833,0,
709178733,50,F,2,Post-Graduate,Married,$40K - $60K,Blue,36,3,2,3,5527,1120,4407,0.442,2281,37,0.48,0.203,
711256908,39,M,2,High School,Single,$60K - $80K,Blue,28,6,3,3,10331,957,9374,0.699,3695,81,0.653,0.093,
709764483,61,M,1,Graduate,Unknown,$60K - $80K,Blue,53,1,1,2,6157,581,5576,0.583,4041,65,0.548,0.094,
717561108,52,M,1,Graduate,Married,$80K - $120K,Blue,36,4,3,2,34516,549,33967,0.78,1629,32,0.778,0.016,
711825558,38,M,3,Graduate,Married,$80K - $120K,Blue,19,5,2,2,1518,1115,403,0.705,3595,65,0.857,0.735,
779333883,51,F,3,Uneducated,Married,Less than $40K,Blue,33,3,3,3,7428,0,7428,0.873,8078,62,0.722,0,
713229633,45,F,0,Unknown,Married,$40K - $60K,Blue,30,3,2,4,2759,0,2759,0.535,2061,47,0.424,0,
714306258,56,M,1,College,Married,$60K - $80K,Blue,46,3,2,1,10117,2242,7875,0.662,1509,44,0.467,0.222,
719629308,55,F,2,Unknown,Single,Unknown,Silver,37,2,2,3,34516,1783,32733,0.821,8472,80,0.739,0.052,
720644883,53,F,1,College,Married,Unknown,Blue,40,3,2,1,4941,1867,3074,0.73,5104,87,0.851,0.378,
711377808,47,M,3,Graduate,Unknown,$60K - $80K,Blue,36,4,3,2,21142,0,21142,0.812,4360,66,1.357,0,
779912283,49,F,3,Graduate,Single,$40K - $60K,Blue,33,5,3,2,9995,1713,8282,0.96,1172,38,0.462,0.171,
709831983,57,M,2,Uneducated,Single,$120K +,Blue,46,3,2,3,34516,1244,33272,0.606,15176,126,0.8,0.036,
794132808,60,M,0,Uneducated,Married,$40K - $60K,Blue,54,3,3,3,13035,1285,11750,0.761,14585,97,0.98,0.099,
714595983,49,F,1,Uneducated,Married,$40K - $60K,Blue,41,4,3,3,1438.3,522,916.3,0.383,2030,37,0.37,0.363,
709999308,51,M,3,Uneducated,Married,$80K - $120K,Blue,40,3,2,2,3150,0,3150,0.75,3477,78,0.857,0,
780511683,47,M,3,Graduate,Single,$40K - $60K,Blue,34,4,3,3,4413,232,4181,0.799,7869,76,0.767,0.053,
717472833,42,M,4,Unknown,Single,$80K - $120K,Blue,32,6,3,5,7260,713,6547,0.833,4253,73,0.78,0.098,
717173358,60,F,0,Graduate,Single,$40K - $60K,Blue,47,1,2,3,9502,1881,7621,0.717,14418,100,0.754,0.198,
718893333,52,M,3,Graduate,Married,$60K - $80K,Blue,36,3,3,2,18336,2077,16259,0.718,7509,84,0.647,0.113,
716581983,56,F,0,College,Married,$40K - $60K,Blue,36,5,2,3,4384,929,3455,0.678,4792,91,0.75,0.212,
713008308,59,F,0,Unknown,Married,Less than $40K,Blue,47,5,3,2,7692,1678,6014,1.423,1861,42,0.5,0.218,
713808633,31,F,0,Uneducated,Divorced,Less than $40K,Silver,23,2,2,1,10850,1873,8977,0.995,13794,127,0.789,0.173,
787685658,43,M,2,High School,Divorced,$80K - $120K,Blue,33,4,3,2,3083,1898,1185,1.042,1448,30,2,0.616,
713082708,41,F,2,High School,Married,Less than $40K,Blue,36,6,2,2,4953,991,3962,0.342,4183,67,0.489,0.2,
812411058,49,F,0,Uneducated,Single,Less than $40K,Blue,44,3,3,2,2094,0,2094,0.897,2690,46,0.484,0,
712996833,40,F,1,High School,Married,Unknown,Blue,33,4,2,2,2392,1129,1263,0.695,4309,86,0.72,0.472,
718404783,59,F,0,Unknown,Married,Unknown,Blue,49,5,2,4,6996,0,6996,0.871,2384,33,0.375,0,
709626858,44,F,3,High School,Married,Less than $40K,Blue,31,3,3,4,4985,1379,3606,0.896,4222,61,0.605,0.277,
717840108,48,M,4,Unknown,Married,$80K - $120K,Blue,41,2,3,6,4806,1357,3449,0.573,1771,35,0.346,0.282,
716939358,43,F,3,Graduate,Divorced,Unknown,Blue,33,6,3,4,14622,0,14622,0.959,4632,67,0.457,0,
711919608,42,F,3,Graduate,Married,Less than $40K,Blue,36,4,3,2,2031,1720,311,0.713,2702,32,0.778,0.847,
789354783,45,F,3,Unknown,Single,Less than $40K,Blue,32,5,3,0,2329,1465,864,0.815,4286,86,0.72,0.629,
711551958,59,M,2,Post-Graduate,Married,$60K - $80K,Blue,46,3,3,3,1438.3,0,1438.3,0.688,844,24,0.5,0,
755959683,50,F,5,Unknown,Unknown,Unknown,Blue,43,5,1,2,3410,2281,1129,0.518,1296,31,0.348,0.669,
717667833,34,M,1,Graduate,Married,$40K - $60K,Blue,36,6,2,3,3735,1285,2450,1.034,1877,33,1.2,0.344,
716144058,36,F,1,College,Single,$40K - $60K,Blue,25,6,3,3,1888,0,1888,0.928,1886,66,0.65,0,
708543258,36,M,3,High School,Married,$80K - $120K,Blue,36,5,3,2,2607,1880,727,1.464,2045,39,0.95,0.721,
719978583,46,M,2,High School,Married,$60K - $80K,Blue,40,4,1,3,5265,0,5265,0.524,3281,68,0.744,0,
719163108,44,M,3,Graduate,Married,$120K +,Blue,31,2,2,3,3977,1325,2652,0.769,4076,62,0.632,0.333,
711291558,27,M,0,Uneducated,Single,$60K - $80K,Blue,36,4,3,3,2464,0,2464,0.502,2636,50,0.429,0,
789562383,38,F,1,High School,Unknown,Less than $40K,Blue,30,2,3,0,1438.3,583,855.3,0.888,1259,24,1,0.405,
710958933,43,M,3,Graduate,Single,$40K - $60K,Blue,35,5,3,2,6080,787,5293,0.975,4866,56,0.647,0.129,
715701033,43,M,2,Graduate,Married,$80K - $120K,Blue,33,5,3,3,2111,1761,350,0.753,2112,46,0.769,0.834,
715457658,29,F,1,Graduate,Married,Unknown,Blue,19,3,3,4,1709,1465,244,0.558,1757,48,0.548,0.857,
711092658,39,F,3,Graduate,Married,Unknown,Blue,26,2,2,3,4376,855,3521,0.839,2862,52,0.733,0.195,
718230933,45,M,4,Graduate,Single,Less than $40K,Blue,36,5,2,3,1438.3,1060,378.3,0.301,1253,29,0.318,0.737,
712860858,56,F,2,Graduate,Unknown,Unknown,Blue,45,5,1,3,5264,0,5264,0.852,4943,70,0.795,0,
713953383,50,M,1,Post-Graduate,Single,$60K - $80K,Blue,36,4,3,2,2317,0,2317,0.734,2214,41,0.519,0,
756658083,49,M,4,Post-Graduate,Single,$80K - $120K,Blue,42,3,2,1,30885,2018,28867,0.904,17350,115,0.62,0.065,
793581933,50,M,3,High School,Single,$40K - $60K,Silver,44,4,3,4,19853,1513,18340,0.802,1878,55,0.41,0.076,
719719158,38,M,4,Post-Graduate,Single,$80K - $120K,Silver,36,1,3,1,34516,1435,33081,0.865,15584,114,0.839,0.042,
708307533,42,M,2,Uneducated,Married,$60K - $80K,Blue,30,1,2,3,3086,0,3086,0.808,4129,81,0.884,0,
717437058,38,M,2,Unknown,Divorced,$60K - $80K,Silver,26,4,2,0,26437,681,25756,1.021,2167,57,0.727,0.026,
719841708,45,M,0,Uneducated,Single,$80K - $120K,Blue,36,1,4,3,20356,2031,18325,0.752,15180,121,0.806,0.1,
712578933,35,F,5,High School,Married,$40K - $60K,Blue,25,3,2,6,1438.3,0,1438.3,0.763,2500,44,0.517,0,
788210583,62,M,0,College,Married,$40K - $60K,Blue,54,3,3,4,1438.3,0,1438.3,0.795,1843,49,0.581,0,
779067408,46,M,1,Uneducated,Married,$60K - $80K,Blue,27,1,3,1,13056,1890,11166,0.713,14280,102,0.672,0.145,
712677633,42,F,0,Uneducated,Divorced,Unknown,Blue,31,3,3,4,2712,0,2712,0.724,2307,28,0.474,0,
717986058,29,F,0,High School,Single,Less than $40K,Blue,13,6,3,5,5240,1608,3632,1.243,2712,64,0.778,0.307,
708597558,42,M,3,High School,Single,$60K - $80K,Blue,36,4,4,3,3337,795,2542,0.524,3951,68,0.619,0.238,
821521983,51,F,3,High School,Single,Unknown,Blue,46,4,1,4,2286,1641,645,0.947,4321,89,0.712,0.718,
720349983,32,F,1,Unknown,Divorced,Less than $40K,Blue,19,3,2,1,1438.3,0,1438.3,0.686,4593,79,0.612,0,
711909933,54,M,4,Unknown,Married,$80K - $120K,Blue,42,3,3,1,1621,618,1003,0.846,4815,83,1.024,0.381,
789731433,26,F,0,Unknown,Single,Less than $40K,Blue,13,4,2,4,2063,1390,673,0.877,2602,42,0.556,0.674,
713730933,53,F,4,Graduate,Married,Less than $40K,Blue,36,2,3,5,1438.3,0,1438.3,0.314,1739,44,0.467,0,
821889858,50,F,1,Doctorate,Single,Unknown,Blue,46,6,4,3,1970,1477,493,0.662,2493,44,0.571,0.75,
709321908,47,M,3,High School,Single,$80K - $120K,Blue,29,2,2,3,7498,2319,5179,0.484,1676,51,0.759,0.309,
718043583,50,M,2,Uneducated,Single,$120K +,Blue,40,5,3,4,21794,1368,20426,0.691,15111,116,0.706,0.063,
712509108,46,F,3,Doctorate,Single,Less than $40K,Gold,36,1,3,5,15164,532,14632,0.858,8356,68,0.478,0.035,
712497783,56,F,2,Unknown,Married,Less than $40K,Blue,48,1,2,3,9092,1363,7729,0.83,14779,94,0.843,0.15,
710952933,43,F,1,Uneducated,Divorced,Less than $40K,Blue,36,5,2,3,2077,1254,823,0.821,4226,75,1.143,0.604,
721332033,42,M,2,Unknown,Single,$80K - $120K,Blue,30,4,2,1,29195,892,28303,0.565,4411,67,0.763,0.031,
790168083,51,M,0,High School,Unknown,$80K - $120K,Blue,44,2,2,3,22741,2176,20565,0.689,8438,100,0.887,0.096,
708654933,51,F,2,Doctorate,Married,Less than $40K,Platinum,42,3,2,3,15987,193,15794,0.435,2021,46,0.394,0.012,
713456583,45,M,2,High School,Married,$80K - $120K,Silver,37,3,2,2,34516,1495,33021,0.52,3247,70,0.707,0.043,
815826708,53,F,2,Unknown,Married,$40K - $60K,Blue,48,2,3,3,4442,1107,3335,0.822,14437,109,0.912,0.249,
718285308,44,F,1,Unknown,Single,Less than $40K,Blue,31,6,3,1,1438.3,0,1438.3,0.561,3576,55,0.833,0,
719761458,55,M,4,Post-Graduate,Single,$60K - $80K,Blue,36,3,2,1,4998,1626,3372,0.695,4329,61,0.694,0.325,
741517458,49,F,4,Graduate,Married,Less than $40K,Blue,42,2,4,3,2575,2517,58,0.31,1874,40,0.739,0.977,
708190158,38,F,3,High School,Single,Less than $40K,Blue,26,2,3,0,2920,2426,494,0.983,2750,41,0.367,0.831,
789539058,28,M,0,Uneducated,Single,Less than $40K,Blue,20,1,1,3,4342,893,3449,0.878,17064,116,0.758,0.206,
789161358,30,F,0,Graduate,Married,Less than $40K,Blue,19,3,1,4,3213,2517,696,1.275,2666,46,1,0.783,
716222808,53,F,4,High School,Married,Less than $40K,Blue,36,6,1,3,2974,1170,1804,1.297,1785,45,1.143,0.393,
710783358,46,M,3,High School,Unknown,$80K - $120K,Blue,35,5,3,2,2570,1764,806,0.786,4442,85,0.771,0.686,
788673708,57,F,2,High School,Married,$40K - $60K,Blue,45,2,1,3,1438.3,0,1438.3,1.036,1254,35,0.842,0,
787493808,48,F,4,Graduate,Unknown,Less than $40K,Blue,36,5,2,2,2700,2480,220,0.686,2396,49,0.531,0.919,
789127533,49,M,4,High School,Divorced,$80K - $120K,Blue,37,5,2,2,32338,1664,30674,0.919,3013,83,0.766,0.051,
796931508,42,M,4,High School,Unknown,$60K - $80K,Blue,36,4,3,4,1871,0,1871,0.73,2593,48,0.548,0,
716302383,47,F,4,Uneducated,Married,$40K - $60K,Blue,36,3,1,3,14241,2081,12160,0.909,1581,44,0.833,0.146,
717392358,60,M,1,Graduate,Married,$80K - $120K,Blue,50,6,2,2,23412,1078,22334,0.79,1786,50,0.786,0.046,
771040758,62,F,0,Graduate,Single,Unknown,Silver,49,5,1,2,30310,0,30310,0.777,3703,91,0.492,0,
709436883,56,F,2,Uneducated,Single,$40K - $60K,Blue,48,6,2,2,2941,1619,1322,0.9,5000,87,0.673,0.55,
780588258,53,F,5,Unknown,Married,Less than $40K,Blue,42,1,2,2,4021,1745,2276,0.784,14567,120,0.846,0.434,
780105483,65,F,0,Uneducated,Single,Less than $40K,Blue,50,3,4,4,1697,377,1320,1.048,2799,49,0.485,0.222,
771669183,49,M,1,Graduate,Married,$60K - $80K,Blue,37,5,1,4,4854,1212,3642,0.308,3651,70,0.556,0.25,
709927458,38,M,3,Graduate,Single,$40K - $60K,Blue,20,1,3,3,10486,1544,8942,0.716,4042,77,0.925,0.147,
775198608,38,F,2,Graduate,Married,Less than $40K,Blue,32,5,3,3,4429,0,4429,1.065,1970,40,0.818,0,
821157183,42,F,5,Unknown,Married,Less than $40K,Blue,37,5,2,3,2541,1398,1143,0.635,4698,88,0.833,0.55,
721117533,46,F,3,Graduate,Single,Less than $40K,Blue,26,3,3,3,2171,1418,753,0.505,1415,45,0.406,0.653,
715237683,53,F,4,Graduate,Single,Less than $40K,Blue,44,1,1,3,4737,1649,3088,0.748,7802,88,0.492,0.348,
711258108,54,M,1,College,Married,$120K +,Blue,44,4,3,2,2821,2415,406,0.441,1419,36,0.8,0.856,
714272658,43,F,2,Uneducated,Single,Less than $40K,Blue,24,2,3,2,2962,2517,445,1.046,929,31,0.409,0.85,
780688383,35,M,1,Graduate,Unknown,$80K - $120K,Blue,24,4,2,3,21114,0,21114,0.697,3534,56,1,0,
717140733,52,F,1,Graduate,Single,Less than $40K,Blue,36,1,3,3,6616,831,5785,0.707,9065,85,0.735,0.126,
714735033,45,F,5,Doctorate,Married,Less than $40K,Blue,34,4,2,2,1438.3,491,947.3,0.708,4376,84,0.787,0.341,
793656633,35,F,3,Uneducated,Married,Unknown,Blue,29,3,3,1,2278,1303,975,0.645,5101,76,0.617,0.572,
713815383,53,M,1,High School,Single,$80K - $120K,Blue,36,3,2,2,11778,0,11778,0.603,2147,44,0.375,0,
718349058,49,M,3,High School,Married,$80K - $120K,Blue,39,3,3,2,29659,1143,28516,0.512,1193,21,0.615,0.039,
715310208,53,M,3,Uneducated,Married,$80K - $120K,Blue,36,3,3,1,11450,2129,9321,0.956,2197,45,0.957,0.186,
718333983,57,M,4,Unknown,Divorced,$120K +,Blue,36,2,2,3,13694,2219,11475,1.078,9040,63,0.8,0.162,
711012783,43,M,4,Graduate,Single,$120K +,Blue,36,1,3,4,33384,0,33384,0.631,2066,46,0.769,0,
716251608,45,F,4,Unknown,Married,Less than $40K,Blue,36,6,1,4,2051,0,2051,0.989,4355,87,0.977,0,
713977308,62,M,1,Graduate,Single,$120K +,Blue,53,4,3,4,34516,2061,32455,0.564,3820,76,0.767,0.06,
714677583,50,F,3,Doctorate,Single,Unknown,Blue,36,4,3,3,5173,0,5173,0.912,8757,68,0.789,0,
758086458,46,F,3,Graduate,Married,Unknown,Blue,39,3,3,4,1438.3,0,1438.3,0.646,4111,62,0.55,0,
717495258,34,M,3,Uneducated,Married,$80K - $120K,Blue,25,6,3,2,9131,916,8215,0.863,1893,36,0.565,0.1,
711154908,59,F,0,Unknown,Single,Less than $40K,Blue,40,5,2,2,1845,1076,769,1.016,4319,76,0.551,0.583,
709632483,49,F,2,High School,Single,Less than $40K,Blue,40,3,2,2,1438.3,906,532.3,0.541,4457,84,0.714,0.63,
718492908,38,F,3,College,Married,Less than $40K,Blue,36,1,2,3,3297,1554,1743,0.605,4636,86,0.72,0.471,
739317558,48,M,5,Graduate,Married,$80K - $120K,Blue,35,4,3,3,9030,2369,6661,0.662,4899,84,0.867,0.262,
714516783,54,F,0,Graduate,Divorced,Less than $40K,Silver,36,4,3,1,12547,1378,11169,1.12,3360,56,0.75,0.11,
717006333,54,M,3,High School,Married,$80K - $120K,Blue,36,6,1,2,1438.3,1133,305.3,0.759,1935,41,0.708,0.788,
713199558,57,F,3,Doctorate,Single,Less than $40K,Blue,44,5,3,2,1737,813,924,0.756,3669,58,0.812,0.468,
717052158,39,M,3,High School,Single,$60K - $80K,Blue,32,3,2,2,21718,2386,19332,0.743,3492,66,0.692,0.11,
713697933,47,M,2,Uneducated,Single,$80K - $120K,Blue,36,3,2,2,34516,1264,33252,0.774,7827,77,0.54,0.037,
713394858,48,M,2,Post-Graduate,Married,$40K - $60K,Blue,34,4,2,2,4776,0,4776,0.626,4581,60,0.622,0,
778706508,43,M,4,College,Married,$60K - $80K,Blue,24,3,5,4,6231,0,6231,1.054,1448,30,0.875,0,
708931908,48,M,3,High School,Single,$40K - $60K,Blue,36,3,2,3,7400,636,6764,0.972,1568,51,0.5,0.086,
713312208,53,M,1,High School,Married,$40K - $60K,Blue,43,1,2,3,3146,0,3146,0.414,1868,38,0.31,0,
772407333,41,F,3,Unknown,Married,Less than $40K,Blue,30,5,3,3,1654,0,1654,0.329,1730,30,0.364,0,
716142858,46,F,4,Uneducated,Married,Less than $40K,Silver,36,3,1,4,10961,1391,9570,0.662,3914,77,0.75,0.127,
713681433,50,F,2,High School,Divorced,Unknown,Blue,39,5,2,4,9716,874,8842,0.775,5007,91,0.655,0.09,
788876208,42,F,2,Graduate,Single,Less than $40K,Blue,27,5,3,3,2265,0,2265,0.603,3826,71,0.543,0,
719291283,36,F,4,High School,Single,Less than $40K,Blue,28,5,1,2,2226,1607,619,0.656,2660,62,1,0.722,
713398158,45,M,3,Post-Graduate,Married,$40K - $60K,Blue,30,2,2,2,3821,1673,2148,0.869,15005,89,0.712,0.438,
819151083,46,M,5,High School,Single,$60K - $80K,Blue,41,3,3,4,7478,1775,5703,0.54,4042,79,0.491,0.237,
710484408,39,M,4,Post-Graduate,Married,$120K +,Blue,29,6,3,3,8700,1742,6958,0.454,2306,50,0.613,0.2,
717234183,29,M,1,Graduate,Married,Less than $40K,Blue,18,4,1,4,2710,629,2081,0.771,1718,37,0.762,0.232,
779848383,37,F,3,Graduate,Single,Less than $40K,Blue,21,4,2,2,1784,577,1207,0.542,2348,47,0.516,0.323,
709112508,42,F,3,College,Single,Less than $40K,Blue,36,3,3,4,3802,1300,2502,0.627,2165,36,0.385,0.342,
718594608,43,F,2,Post-Graduate,Married,Unknown,Blue,36,3,3,3,20156,1759,18397,0.476,1362,28,0.556,0.087,
714176133,47,F,1,Uneducated,Single,Less than $40K,Blue,36,5,2,3,1438.3,735,703.3,0.762,4220,87,0.673,0.511,
711953358,51,M,2,Graduate,Married,$80K - $120K,Blue,35,4,2,2,6205,2264,3941,0.773,4605,88,0.725,0.365,
789483333,41,M,2,Uneducated,Married,$40K - $60K,Blue,32,5,1,3,5214,795,4419,0.707,1258,23,1.3,0.152,
712279683,44,M,3,Graduate,Married,$60K - $80K,Blue,36,2,3,3,9114,0,9114,0.654,2740,52,0.625,0,
772145658,43,M,4,Uneducated,Single,$80K - $120K,Blue,32,4,1,3,16043,2036,14007,0.7,1394,28,0.75,0.127,
738062658,57,M,3,Graduate,Single,$80K - $120K,Blue,50,2,3,3,17096,1762,15334,0.409,4231,62,0.55,0.103,
808681158,57,M,0,Graduate,Married,$80K - $120K,Blue,52,4,6,4,2564,2379,185,0.358,1343,35,0.296,0.928,
710202783,33,M,2,Graduate,Married,$60K - $80K,Blue,13,3,3,3,1963,1721,242,0.68,1378,37,0.762,0.877,
715516458,42,F,1,High School,Married,$40K - $60K,Blue,36,5,3,2,2705,2430,275,0.698,2602,43,0.433,0.898,
769883733,46,M,3,Post-Graduate,Single,$40K - $60K,Blue,40,3,4,2,2344,0,2344,0.412,2098,31,0.409,0,
714294183,54,M,1,Graduate,Divorced,$80K - $120K,Blue,44,1,3,3,9580,132,9448,0.32,5385,51,0.308,0.014,
769145733,36,M,3,Graduate,Single,$60K - $80K,Blue,30,3,4,3,2789,1584,1205,0.996,2688,60,0.714,0.568,
713583408,51,F,4,Graduate,Single,$40K - $60K,Blue,37,2,3,2,4708,920,3788,0.544,2179,50,1.273,0.195,
716434533,40,M,3,High School,Married,$80K - $120K,Blue,36,2,3,4,29149,0,29149,0.615,2106,56,0.697,0,
803214108,33,F,0,High School,Single,Unknown,Blue,27,6,1,1,2252,1826,426,0.716,5055,68,1,0.811,
715655283,42,F,3,Graduate,Married,Less than $40K,Blue,33,6,3,3,2363,1495,868,0.531,4420,65,0.711,0.633,
789497283,50,M,2,High School,Single,$120K +,Blue,42,1,3,2,34162,1723,32439,0.429,7572,56,0.697,0.05,
716751858,34,F,1,Unknown,Married,Less than $40K,Blue,36,2,3,3,2401,496,1905,0.647,2597,40,0.379,0.207,
712570458,51,F,2,High School,Married,Less than $40K,Blue,33,2,1,3,5625,1640,3985,0.893,7890,75,0.875,0.292,
789540108,29,F,1,Uneducated,Married,Less than $40K,Blue,21,2,1,3,2832,1819,1013,0.674,4761,75,0.744,0.642,
789344358,57,F,1,Unknown,Married,Less than $40K,Blue,47,4,1,3,3416,2468,948,0.598,1536,42,0.556,0.722,
717765183,55,F,1,Unknown,Single,Unknown,Blue,42,4,5,3,1438.3,0,1438.3,0.74,4956,72,0.714,0,
720734583,44,F,2,Post-Graduate,Married,Less than $40K,Blue,32,1,3,3,2540,1561,979,0.894,5039,82,0.745,0.615,
714293358,54,F,4,College,Single,Less than $40K,Blue,46,3,2,1,4166,989,3177,0.967,4584,70,1.258,0.237,
720997383,52,M,1,Uneducated,Married,$80K - $120K,Blue,36,2,3,3,1857,1833,24,0.723,829,17,0.7,0.987,
712890408,45,M,2,Uneducated,Married,$60K - $80K,Blue,36,5,3,2,2221,1343,878,0.869,1338,30,1.308,0.605,
755365233,34,M,1,Graduate,Unknown,$60K - $80K,Blue,27,5,2,4,19900,1581,18319,0.838,3948,96,0.846,0.079,
717579258,36,M,1,Unknown,Unknown,$40K - $60K,Blue,36,2,3,3,6893,1462,5431,1.031,4782,50,0.351,0.212,
721217283,27,M,0,Graduate,Single,$120K +,Blue,17,6,2,2,8713,1354,7359,0.558,2094,36,0.333,0.155,
720254883,65,F,0,High School,Married,$40K - $60K,Blue,46,6,1,3,5877,1697,4180,1.058,2494,58,0.706,0.289,
715588908,42,F,4,Graduate,Single,Less than $40K,Blue,32,3,2,3,6158,0,6158,1.411,3132,66,0.784,0,
720874983,51,M,3,Uneducated,Married,$80K - $120K,Silver,37,1,2,1,34516,0,34516,0.814,8736,97,0.702,0,
711834708,55,M,4,College,Married,$80K - $120K,Blue,40,4,2,5,4047,1482,2565,0.959,16191,102,0.789,0.366,
716443608,46,F,3,Unknown,Unknown,Less than $40K,Blue,36,2,3,1,7199,1235,5964,0.83,4050,78,0.814,0.172,
816608808,46,M,1,Graduate,Single,$80K - $120K,Blue,41,4,2,3,8916,0,8916,0.631,2773,62,0.676,0,
709422183,58,F,1,Graduate,Married,Less than $40K,Blue,46,4,2,2,2203,1394,809,0.57,1788,45,0.364,0.633,
712982808,47,M,2,Doctorate,Divorced,$80K - $120K,Blue,32,1,3,3,1438.3,0,1438.3,0.454,2388,42,0.5,0,
714954033,29,F,0,Post-Graduate,Single,Less than $40K,Blue,36,5,2,3,5076,1223,3853,0.83,2675,57,0.629,0.241,
714549558,41,F,2,Graduate,Married,$40K - $60K,Blue,32,3,2,2,9576,0,9576,0.817,2362,49,0.4,0,
709217358,40,M,3,Post-Graduate,Married,$80K - $120K,Blue,36,5,3,2,20371,1832,18539,0.907,1665,45,0.8,0.09,
809599158,48,M,4,Uneducated,Single,$80K - $120K,Silver,43,2,3,4,34516,0,34516,0.671,1626,28,0.4,0,
826150608,44,M,4,Uneducated,Unknown,$40K - $60K,Silver,40,1,1,2,18072,1378,16694,0.73,8199,98,0.75,0.076,
820047858,44,F,4,Graduate,Unknown,Less than $40K,Blue,39,1,4,2,3017,1868,1149,0.722,2096,50,0.471,0.619,
779890833,51,F,2,High School,Divorced,Less than $40K,Blue,36,2,1,1,1438.3,0,1438.3,0.765,4866,65,0.625,0,
716657058,43,F,4,Post-Graduate,Married,Less than $40K,Blue,33,2,3,3,8358,926,7432,0.762,1566,37,0.542,0.111,
712531008,43,M,3,Unknown,Married,$120K +,Blue,34,4,3,2,24868,794,24074,0.649,2510,32,0.231,0.032,
713137233,41,M,2,High School,Single,$80K - $120K,Blue,28,4,3,0,27756,1789,25967,0.75,994,24,0.846,0.064,
714082308,39,M,3,High School,Single,$80K - $120K,Blue,13,2,1,3,8656,0,8656,0.893,8056,89,0.935,0,
709536483,57,M,3,Graduate,Married,$60K - $80K,Blue,49,5,0,3,8701,215,8486,0.527,1999,41,0.414,0.025,
719662458,44,F,2,Graduate,Divorced,Less than $40K,Blue,27,5,2,2,1438.3,679,759.3,0.859,1117,29,1.071,0.472,
712069008,42,F,4,Uneducated,Married,Less than $40K,Blue,23,4,2,0,2260,1007,1253,0.84,1614,33,0.737,0.446,
712991808,53,M,2,Uneducated,Married,$60K - $80K,Blue,48,2,5,1,2451,1690,761,1.323,1596,26,1.6,0.69,
718264233,29,M,0,High School,Married,$40K - $60K,Blue,13,4,1,4,1458,671,787,1.583,2449,56,0.931,0.46,
720084183,46,M,3,Unknown,Divorced,$120K +,Blue,34,5,2,4,16284,0,16284,0.889,3018,75,0.5,0,
710547783,57,F,2,Post-Graduate,Single,$40K - $60K,Blue,36,3,4,2,4784,1629,3155,0.706,4912,82,0.783,0.341,
719450508,53,M,2,High School,Married,$120K +,Blue,41,4,3,3,7272,2037,5235,0.795,2333,56,0.697,0.28,
717596883,58,F,0,Graduate,Single,$40K - $60K,Blue,39,4,3,2,5530,1233,4297,0.859,5270,78,1,0.223,
716486508,45,F,3,High School,Married,$40K - $60K,Blue,37,6,2,2,3399,0,3399,0.991,5529,78,0.66,0,
815520333,55,M,3,High School,Married,$60K - $80K,Blue,50,2,1,2,5282,1144,4138,0.8,13513,115,0.597,0.217,
711525033,66,F,0,High School,Married,Less than $40K,Blue,54,3,4,2,3171,2179,992,1.224,1946,38,1.923,0.687,
712191783,49,M,4,High School,Married,$120K +,Gold,36,1,1,1,34516,1634,32882,0.768,7788,94,0.469,0.047,
714777858,60,F,2,Unknown,Married,Less than $40K,Blue,36,6,3,2,2343,2066,277,0.72,4858,69,0.917,0.882,
714157908,57,F,0,Unknown,Married,Less than $40K,Blue,42,5,1,4,2376,1515,861,0.72,3795,71,0.614,0.638,
767574108,49,F,1,College,Married,Less than $40K,Blue,43,4,3,2,1438.3,786,652.3,0.609,4094,64,0.561,0.546,
