sku,description,length,width,height,weight,price
18221121635,Item 18221121635,1,9,17,114.8000031,191.6249537
88161300339,Item 88161300339,6,13,2,12.21789883,1.077259753
28231214138,Item 28231214138,6,14,10,137.7871509,21.89464073
28881107539,Item 28881107539,7,21,14,107.5254721,29.32213271
17133174041,Item 17133174041,14,8,2,0.268330284,163.2709172
17133174039,Item 17133174039,9,21,12,135.1474474,2.488222823
28246902938,Item 28246902938,23,2,16,122.5734811,22.22035174
28246902936,Item 28246902936,10,18,15,84.56247856,10.66572738
28246902935,Item 28246902935,4,23,1,97.51143943,23.34375604
88161302443,Item 88161302443,3,3,17,159.1656146,16.1825753
88161302442,Item 88161302442,3,14,11,125.5661745,18.11367249
88161302441,Item 88161302441,8,19,7,151.4054886,101.3749855
88161302438,Item 88161302438,23,8,13,107.7852829,15.28485115
88161302439,Item 88161302439,12,6,1,42.81414277,2.387118988
88161302440,Item 88161302440,4,17,3,54.96360104,157.0328717
28882200138,Item 28882200138,6,11,4,141.2920373,8.710718846
40082088839,Item 40082088839,23,4,11,93.1190953,104.8716603
28882200041,Item 28882200041,5,1,15,49.41452432,19.62717115
88181102242,Item 88181102242,18,18,22,3.677327526,13.53129013
88181101943,Item 88181101943,1,16,15,56.57984924,46.59093817
28242919740,Item 28242919740,7,15,11,135.4667764,6.536017111
07293300334,Item 7293300334,10,4,3,154.3202113,20.07760467
07293300436,Item 7293300436,8,13,10,28.36310219,18.39216908
07293300437,Item 7293300437,17,2,18,61.40138892,62.29105724
88161300243,Item 88161300243,13,7,20,9.296959889,26.53980948
88161300241,Item 88161300241,3,16,2,147.6560193,6.442589358
88161306143,Item 88161306143,16,5,18,129.4325119,104.5265283
88161306141,Item 88161306141,18,14,12,125.0098551,77.53628328
88161300240,Item 88161300240,12,14,13,69.10792801,6.830493812
88161306140,Item 88161306140,18,23,6,145.7630231,18.80095261
88161306142,Item 88161306142,2,6,14,155.9189178,5.124027599
28133204538,Item 28133204538,4,18,7,117.5556747,20.60692192
88161306139,Item 88161306139,4,18,14,52.72709554,20.3472616
20026241236,Item 20026241236,21,8,21,3.95980008,3.598324033
16292400036,Item 16292400036,19,3,7,149.3406953,7.321982023
18145217039,Item 18145217039,6,11,5,148.7548018,6.234757449
18143500143,Item 18143500143,10,3,16,151.5208833,7.034690848
18221124037,Item 18221124037,12,17,1,36.78610926,18.81494682
18221124036,Item 18221124036,23,22,17,128.8848454,24.88708353
27231210438,Item 27231210438,22,21,10,4.545071235,4.99436827
17291111235,Item 17291111235,4,6,7,29.84354481,25.07831338
18293300336,Item 18293300336,3,7,17,42.07343922,20.97978998
18293300335,Item 18293300335,23,7,8,158.8406157,19.07313121
18293300338,Item 18293300338,14,3,19,66.30042045,3.121112344
17133174040,Item 17133174040,1,5,9,29.09742192,10.42617102
28119203042,Item 28119203042,6,9,15,28.42208387,12.24663185
28231214036,Item 28231214036,7,10,6,126.2276489,3.862943861
18221131138,Item 18221131138,18,5,18,60.45686874,9.42222378
17243302237,Item 17243302237,23,15,17,151.7966272,2.899744003
28119203038,Item 28119203038,12,16,12,124.4788808,14.92714472
18143100639,Item 18143100639,9,5,19,4.525522663,1.533974142
18143100638,Item 18143100638,14,12,12,96.93637775,21.99970071
18221129439,Item 18221129439,7,16,23,115.3371801,4.284054061
18145217040,Item 18145217040,23,11,7,3.146122803,15.17926045
17221101236,Item 17221101236,3,23,9,130.1300679,11.22789978
18145216941,Item 18145216941,1,10,5,81.10476357,12.70848607
18145216939,Item 18145216939,18,8,11,126.0310467,18.84068993
18143100640,Item 18143100640,5,23,20,138.4726358,15.04378632
18121106043,Item 18121106043,12,15,9,86.41105825,25.56619404
17221101237,Item 17221101237,17,10,21,81.17706794,15.61935501
17221101238,Item 17221101238,2,20,9,67.24307568,23.09657469
18145216940,Item 18145216940,9,6,2,105.932327,1.855033749
27111217339,Item 27111217339,11,19,16,5.429398768,21.12041068
27211216335,Item 27211216335,7,18,8,131.3186889,173.8359538
27111217340,Item 27111217340,8,2,5,101.0024062,4.220531706
27111217342,Item 27111217342,12,1,21,40.97537558,28.16748117
27111217338,Item 27111217338,6,15,19,129.6929019,28.63314273
27135201238,Item 27135201238,14,23,18,105.8234065,23.50848525
27135201240,Item 27135201240,22,13,23,105.9347591,28.99719603
27135201242,Item 27135201242,6,2,19,99.74566972,27.82446167
18293306735,Item 18293306735,23,17,5,72.3143352,27.06627211
18293306736,Item 18293306736,17,7,3,58.0837781,9.798668176
18293306737,Item 18293306737,10,12,18,150.2559596,3.799653824
18293306738,Item 18293306738,19,22,13,21.97275456,94.31011148
18293306739,Item 18293306739,3,5,9,152.5872371,54.42649827
18291145538,Item 18291145538,16,8,12,31.1794484,16.59172366
18291145335,Item 18291145335,13,13,19,122.7194394,95.69047448
18143500039,Item 18143500039,7,13,7,103.9613745,1.319542939
18143500040,Item 18143500040,6,23,19,10.00123039,152.3268793
18221131034,Item 18221131034,1,23,1,7.435866762,2.680457032
18221131037,Item 18221131037,13,16,11,158.6342904,9.957244135
17193113742,Item 17193113742,15,5,9,76.81149948,26.44789895
17193113741,Item 17193113741,2,7,17,42.47018683,90.40635587
88082106143,Item 88082106143,15,1,5,78.2843083,14.87693914
88082107739,Item 88082107739,7,21,13,93.66716788,12.124396
88082107738,Item 88082107738,22,23,19,66.02866219,6.220393563
07291100637,Item 7291100637,14,13,21,18.21767641,28.33078006
88082106138,Item 88082106138,9,23,15,111.456802,16.46408039
40082011244,Item 40082011244,6,13,10,24.46621175,14.59212109
18143104639,Item 18143104639,1,8,6,44.11591231,12.91994578
25241808235,Item 25241808235,8,6,2,26.16039112,27.52197654
17291115735,Item 17291115735,20,11,3,44.63156359,45.40870475
18245101536,Item 18245101536,15,1,3,80.25773085,38.56197991
18221123839,Item 18221123839,22,1,9,38.15362807,3.959004536
18291131636,Item 18291131636,10,9,12,150.8085654,45.27959669
18291131637,Item 18291131637,1,5,9,50.01882018,162.7812023
18291131638,Item 18291131638,11,1,22,0.110963619,24.55902482
40082088844,Item 40082088844,9,2,23,20.8646157,16.59692336
88082105240,Item 88082105240,6,8,18,143.5476476,8.397281675
88082106141,Item 88082106141,3,12,3,26.62587266,21.4270745
88082106139,Item 88082106139,11,3,1,95.15181269,22.16445756
88181101042,Item 88181101042,11,6,16,114.5128861,25.49096372
18221123837,Item 18221123837,13,22,22,5.450705085,120.5139122
18291149435,Item 18291149435,15,17,15,30.67904684,3.855237669
18211207639,Item 18211207639,6,9,19,51.3781874,6.682938963
07291200937,Item 7291200937,12,16,21,139.9160488,25.44499595
07291201838,Item 7291201838,17,17,9,106.9966292,24.02560253
07291200339,Item 7291200339,8,15,11,2.136632557,20.6880804
07291200338,Item 7291200338,15,18,21,104.0041689,26.51847766
07291201839,Item 7291201839,12,13,11,96.5995114,13.69082296
88181102143,Item 88181102143,21,19,4,41.86686712,7.064865979
16141318743,Item 16141318743,7,3,13,124.7941009,6.504456698
16141318742,Item 16141318742,9,22,20,146.8514378,2.399179905
07293300339,Item 7293300339,11,23,9,76.36821913,7.501000564
17143872240,Item 17143872240,11,21,22,128.8180173,10.1431671
28112203840,Item 28112203840,4,15,1,95.33039188,115.3364387
28112203841,Item 28112203841,10,6,23,101.8341688,25.00483421
15292309935,Item 15292309935,20,9,2,9.420236646,46.13543191
28131206340,Item 28131206340,20,19,7,68.68561799,6.135646669
18143100642,Item 18143100642,1,18,1,81.4797056,8.387472781
18243114737,Item 18243114737,4,16,11,0.879377414,10.55349308
28235230037,Item 28235230037,23,7,10,118.0151459,12.10572171
88161300343,Item 88161300343,15,17,9,140.2703567,53.131809
88161300340,Item 88161300340,16,8,16,117.035199,15.25107295
27211216337,Item 27211216337,20,17,1,10.9594136,22.99598954
27211216336,Item 27211216336,1,2,22,91.80818443,23.61733752
27135201244,Item 27135201244,4,4,23,90.08375807,26.53427492
18121100040,Item 18121100040,21,16,21,24.84907905,11.0774643
27211216334,Item 27211216334,14,18,5,6.102058735,13.94552033
27135201239,Item 27135201239,1,5,8,35.70811448,4.666311655
17221101239,Item 17221101239,14,16,21,39.13668241,16.11755625
06491103436,Item 6491103436,20,4,22,140.1369369,159.8025196
06491103439,Item 6491103439,20,12,12,106.9515613,21.83115608
06491103437,Item 6491103437,6,1,9,151.8004407,145.4024665
28235228337,Item 28235228337,22,23,9,73.86743877,85.95905717
18291147938,Item 18291147938,19,6,2,38.8584839,22.96527342
18291147937,Item 18291147937,17,20,8,152.8959493,12.7931938
18291147936,Item 18291147936,4,18,7,73.5546402,54.81559131
28235228336,Item 28235228336,2,13,13,37.45859484,20.36437347
07221205238,Item 7221205238,18,16,17,85.62820457,25.93802247
07221205239,Item 7221205239,2,3,11,125.8888518,24.88920733
18293304136,Item 18293304136,18,1,12,138.1525941,4.903256279
17133100340,Item 17133100340,17,11,18,60.72795827,28.93315866
17133100338,Item 17133100338,10,14,12,118.7265475,28.45290755
18121116139,Item 18121116139,22,9,19,46.31180596,5.780744959
28131213243,Item 28131213243,19,14,23,105.62608,22.60921811
18121116140,Item 18121116140,6,23,12,106.8309132,85.11096978
18291120339,Item 18291120339,15,13,18,129.4081411,16.35634985
28247908338,Item 28247908338,23,14,23,73.51936503,20.50247565
18291120335,Item 18291120335,19,17,5,132.3653196,18.54705582
18291120336,Item 18291120336,13,15,13,116.6663712,6.010167767
18291120337,Item 18291120337,5,19,7,107.8126216,20.00364255
18291120338,Item 18291120338,3,18,16,40.71176826,8.366768529
18291120340,Item 18291120340,5,6,15,49.00843168,20.18779923
28242918237,Item 28242918237,23,11,21,67.32228362,56.42580549
07291200535,Item 7291200535,23,18,11,124.9631218,9.846085867
28132204538,Item 28132204538,2,6,6,27.64093726,13.61756216
28132204539,Item 28132204539,9,18,14,90.37259729,40.0274093
28132204543,Item 28132204543,22,17,18,49.42477436,20.73935077
28132204540,Item 28132204540,6,12,19,1.952980554,99.18995967
28132204541,Item 28132204541,9,1,23,32.74654965,21.08361645
18293100837,Item 18293100837,22,11,15,17.85887708,23.90234091
18291121637,Item 18291121637,3,18,20,5.053448132,28.64462695
27241801939,Item 27241801939,21,11,23,154.2997199,9.820535191
27241819238,Item 27241819238,7,17,2,129.0283949,13.66521869
27241819235,Item 27241819235,3,1,5,18.17312729,69.30108083
27241819639,Item 27241819639,22,11,4,151.9810421,77.87487374
27241819236,Item 27241819236,23,5,17,29.70168679,11.6793618
27241819638,Item 27241819638,4,4,3,70.05072886,28.4708626
27241819635,Item 27241819635,9,10,14,100.8256919,40.24593934
27241819637,Item 27241819637,9,11,15,102.8464061,19.89696797
18291143535,Item 18291143535,3,15,10,64.08303469,64.81954291
18291143538,Item 18291143538,22,23,3,110.874732,25.69701794
18291143539,Item 18291143539,17,9,1,123.5465982,164.4693344
07291201635,Item 7291201635,1,22,2,71.18856419,21.56744662
07291201636,Item 7291201636,18,23,16,138.3380015,68.47557657
07291201637,Item 7291201637,20,6,5,109.4928654,51.88211015
07291201639,Item 7291201639,7,11,22,107.1012742,76.2375484
25241808240,Item 25241808240,15,15,21,3.914966217,23.85671315
28132204739,Item 28132204739,10,10,6,131.4475493,9.89253149
17293113137,Item 17293113137,23,16,14,105.6594433,11.89155194
17291115736,Item 17291115736,14,3,21,139.6256215,2.994883376
17293113138,Item 17293113138,3,15,9,79.73248693,56.19133369
17293113136,Item 17293113136,13,15,5,105.0342067,43.34825757
17145257738,Item 17145257738,16,10,6,98.03755472,7.521840946
16141318740,Item 16141318740,16,21,23,78.67708236,1.556654801
17291104438,Item 17291104438,10,19,13,75.02485472,4.254596313
17291104434,Item 17291104434,18,6,14,140.124407,27.22131666
18291160036,Item 18291160036,21,17,21,126.0131681,27.16917989
18291160035,Item 18291160035,16,18,19,102.3193063,100.8515349
18291160039,Item 18291160039,8,13,20,87.75271688,3.053327853
88183100643,Item 88183100643,5,2,8,21.87548767,1.539721413
18143216838,Item 18143216838,10,11,20,67.58727508,1.577677255
17291115738,Item 17291115738,12,12,23,29.6724949,28.76232742
16291110439,Item 16291110439,22,23,15,87.32203405,28.09055092
26241801239,Item 26241801239,20,2,16,121.7966463,14.35461508
16292317936,Item 16292317936,10,19,19,30.39183615,4.390356754
28119203041,Item 28119203041,22,21,14,79.03677529,24.18637209
18221121638,Item 18221121638,23,11,20,120.7770484,9.087862155
18221121639,Item 18221121639,21,5,5,142.0209352,147.773538
18221129536,Item 18221129536,21,17,2,38.26588254,26.55093217
28235228338,Item 28235228338,18,17,14,93.81596497,53.03831482
18221121637,Item 18221121637,19,12,8,156.5549948,20.30760173
18143500138,Item 18143500138,10,11,16,42.5586296,19.30399507
18143500142,Item 18143500142,22,14,12,16.27440853,127.2494339
18143500141,Item 18143500141,2,8,8,76.09152966,3.750654462
56292802638,Item 56292802638,3,15,2,142.9138322,60.31743672
20026241237,Item 20026241237,6,16,18,24.94103905,3.298490719
57245101436,Item 57245101436,21,5,14,17.29642381,20.94246145
18145226041,Item 18145226041,19,18,23,89.22993442,4.524352474
28882200043,Item 28882200043,4,14,11,62.00430559,60.0608723
28132201540,Item 28132201540,13,1,23,136.4670975,28.8036505
88181102241,Item 88181102241,15,19,19,57.75748371,2.171279461
88181102239,Item 88181102239,6,20,5,4.979654697,10.16330955
88181102240,Item 88181102240,8,23,19,59.49376972,20.85132677
88181102238,Item 88181102238,6,13,10,45.85605448,97.20702552
07291100236,Item 7291100236,21,2,3,124.2363298,29.07626439
16292317938,Item 16292317938,14,9,7,29.96794363,6.582706166
16292400034,Item 16292400034,5,23,2,16.33160266,3.374907622
20027233539,Item 20027233539,20,23,15,106.1527588,1.20562981
07293101837,Item 7293101837,22,9,14,132.4195871,20.07822623
17291109339,Item 17291109339,11,19,8,40.18782353,18.68646715
17291109338,Item 17291109338,3,10,19,141.3344761,21.87760739
27241811037,Item 27241811037,14,8,16,133.2131367,125.5660019
27241808435,Item 27241808435,4,1,12,7.627184099,8.285326279
06291201135,Item 6291201135,6,11,16,68.27724761,19.92062618
17291116438,Item 17291116438,6,21,10,1.118017009,50.60921358
17291116439,Item 17291116439,19,15,17,121.8737643,1.534713449
27241808436,Item 27241808436,20,7,20,42.89453067,15.79950227
15202400335,Item 15202400335,3,7,8,96.53986419,23.20660332
17293105938,Item 17293105938,7,22,2,90.36309522,27.42614043
27241813839,Item 27241813839,7,7,17,64.13323575,19.41228297
07293300635,Item 7293300635,9,10,17,72.3163631,26.09837902
27241815139,Item 27241815139,11,22,11,131.9638602,24.84964094
27241813835,Item 27241813835,1,11,16,122.3597056,16.22942152
27241814936,Item 27241814936,17,7,7,56.29981042,5.682421561
07291100439,Item 7291100439,3,2,15,120.8527898,24.22248672
07291100435,Item 7291100435,12,1,13,84.5004703,96.01285838
17293104838,Item 17293104838,4,16,7,28.25499439,25.44484804
27241817437,Item 27241817437,21,15,10,139.973201,25.39240256
17293107035,Item 17293107035,2,21,14,119.4317634,9.650626509
17293106636,Item 17293106636,8,8,14,103.3491793,168.5075386
07293100435,Item 7293100435,14,8,11,132.840897,15.92930704
17291105936,Item 17291105936,3,11,4,31.49626415,21.72547728
17291105939,Item 17291105939,10,9,20,139.3433202,29.70754891
17293103037,Item 17293103037,7,11,12,132.9694806,3.430047572
17291204837,Item 17291204837,13,4,20,105.7078708,28.21871591
28132201538,Item 28132201538,18,22,14,10.2676257,60.18256207
16121500140,Item 16121500140,23,23,7,47.65646371,21.16214701
16121500144,Item 16121500144,15,16,19,62.52524825,5.800742064
16121500142,Item 16121500142,3,6,8,151.4152588,64.90414202
18293104639,Item 18293104639,23,17,12,145.7657176,22.03271756
18291131639,Item 18291131639,21,7,18,62.51200223,5.687731253
88084108940,Item 88084108940,4,21,13,124.4835412,110.6973589
18221204535,Item 18221204535,6,9,22,45.46446878,42.89417238
16142405139,Item 16142405139,19,1,1,77.05128366,10.43575501
88082105142,Item 88082105142,8,22,1,45.4075602,11.90325456
88082106142,Item 88082106142,16,7,1,87.93054155,21.44403502
88082105239,Item 88082105239,19,5,10,57.97525814,12.9730991
17291110836,Item 17291110836,16,8,10,150.6929464,9.244944024
17291110835,Item 17291110835,12,18,22,130.8485399,11.38511273
18121116141,Item 18121116141,12,17,14,59.87337738,50.14321679
18127100138,Item 18127100138,23,12,15,71.66361718,24.02139232
88081100142,Item 88081100142,11,10,21,44.62230842,135.876659
88081100144,Item 88081100144,10,4,14,159.4972702,5.037794778
88081100140,Item 88081100140,7,23,10,38.99614875,12.94146422
18243111738,Item 18243111738,22,18,7,128.9054682,12.99065153
18291146536,Item 18291146536,4,5,5,40.26951899,11.50861425
18291146538,Item 18291146538,4,7,3,135.9660673,114.1185159
18143500038,Item 18143500038,20,14,9,97.71413343,25.03816893
28242914338,Item 28242914338,7,18,3,157.3531384,67.14022118
27231210738,Item 27231210738,10,8,15,27.86658799,21.46931212
27231210736,Item 27231210736,4,14,14,74.32297564,10.68427588
27231210735,Item 27231210735,10,18,4,78.73933206,19.73147944
17291210035,Item 17291210035,4,7,4,28.15605302,8.9252895
17291210038,Item 17291210038,6,9,4,66.03209299,1.702553128
18291131839,Item 18291131839,23,12,10,10.43667476,25.15420127
17291210037,Item 17291210037,5,21,20,13.13228441,56.97495124
18145111739,Item 18145111739,20,12,14,119.4531454,15.44472773
18145111740,Item 18145111740,12,21,20,47.60136726,16.87090626
16292319835,Item 16292319835,3,5,10,19.74153679,54.53719439
16292319838,Item 16292319838,4,5,7,43.05922345,23.36603341
16292319836,Item 16292319836,12,23,15,135.0315837,10.34734684
18221131038,Item 18221131038,9,12,11,120.7747459,9.553657934
88161303843,Item 88161303843,6,17,12,102.2569025,19.48974105
88161303939,Item 88161303939,4,12,1,18.89698652,19.21589415
17291204835,Item 17291204835,1,16,14,37.67921004,26.7278733
16201115534,Item 16201115534,8,2,20,38.49425472,5.674886495
16201115539,Item 16201115539,19,23,2,35.19373092,33.54434304
16201115535,Item 16201115535,23,2,18,98.40619549,88.64852415
17291106338,Item 17291106338,8,15,3,155.2877369,2.64949384
17291114136,Item 17291114136,20,4,12,150.4220487,25.38617382
17291114135,Item 17291114135,17,11,23,105.6754811,19.07597257
27241810138,Item 27241810138,4,8,19,103.7332544,20.21261107
17293107535,Item 17293107535,20,14,10,153.6158798,9.323730066
07291100436,Item 7291100436,5,3,13,8.777262646,23.89374513
17293106539,Item 17293106539,1,6,1,93.67304262,4.627763277
17293106535,Item 17293106535,6,5,22,144.483169,15.00965863
27241905838,Item 27241905838,15,19,20,87.78176236,29.61115613
18291145535,Item 18291145535,22,7,7,122.8640359,62.72328298
18291132839,Item 18291132839,2,3,9,65.40280125,25.11051185
18291127539,Item 18291127539,5,15,15,30.41325915,22.76679595
18293102138,Item 18293102138,13,7,1,111.1018218,22.6597371
18293102136,Item 18293102136,7,8,20,159.8655506,12.69778601
18293102135,Item 18293102135,6,14,10,119.5698419,7.211914529
18291145539,Item 18291145539,5,1,20,33.99058752,87.7970408
17291116236,Item 17291116236,11,5,14,60.30086037,11.08053344
17293106536,Item 17293106536,12,23,14,61.07934207,97.16508237
18293306938,Item 18293306938,4,1,1,87.26407363,17.8174714
18203111339,Item 18203111339,10,22,22,159.4998302,5.77096272
18203111337,Item 18203111337,15,22,21,113.3527816,17.99522822
18291132935,Item 18291132935,20,6,14,19.96951245,16.07776336
40082088842,Item 40082088842,19,18,22,53.74667019,25.89172142
17221106239,Item 17221106239,16,10,2,36.88195894,66.97461009
40081311142,Item 40081311142,19,19,9,138.1286003,9.388911834
17291105836,Item 17291105836,2,10,8,14.59935874,25.23160518
27241810735,Item 27241810735,7,3,9,41.91391774,21.07298175
17291116239,Item 17291116239,5,3,8,17.4197219,23.6460877
27241810738,Item 27241810738,7,13,9,29.61468856,21.40690329
17291116237,Item 17291116237,1,14,13,2.591309448,24.72742988
17291116238,Item 17291116238,11,21,2,152.8976063,28.97282116
18121100042,Item 18121100042,9,1,4,156.1118349,25.70969102
17291110638,Item 17291110638,18,3,11,48.93909506,2.574317511
17291106336,Item 17291106336,11,9,16,69.00219777,2.505950138
17291110639,Item 17291110639,20,14,13,57.84703943,2.610479972
17291106337,Item 17291106337,16,9,11,143.3228658,23.20413201
27241815136,Item 27241815136,5,12,11,137.5205588,2.336595959
27241808438,Item 27241808438,19,8,11,6.648515093,20.83354536
07291200638,Item 7291200638,9,23,18,132.6708773,27.95621798
07291200636,Item 7291200636,7,9,8,33.8188248,23.7189317
17293102937,Item 17293102937,21,8,7,155.1866705,20.25264533
07291200639,Item 7291200639,13,7,11,117.6276042,23.46269225
07291200637,Item 7291200637,4,22,14,48.18493042,45.54798706
07291200634,Item 7291200634,2,6,7,15.03909151,71.78184734
17293102939,Item 17293102939,2,8,23,51.36084717,52.87660252
16291111635,Item 16291111635,21,16,12,28.44767114,78.90532446
16291111634,Item 16291111634,2,7,18,20.55835972,4.244262411
16291111636,Item 16291111636,2,5,9,32.61315743,27.56068894
17293105939,Item 17293105939,11,11,20,66.08692496,16.39310862
88082105138,Item 88082105138,17,2,22,87.84977322,10.05101035
85201105439,Item 85201105439,7,14,2,140.9648461,13.50758475
88082106341,Item 88082106341,21,18,3,151.8152506,19.55256382
88082106338,Item 88082106338,4,8,19,158.5756884,15.84335434
85201105438,Item 85201105438,17,10,3,112.9270688,5.044295668
07293300438,Item 7293300438,14,10,17,151.887762,3.162540897
17145257742,Item 17145257742,3,14,1,70.56746737,20.70156663
18121100039,Item 18121100039,1,17,12,100.0868292,2.644107151
17293113139,Item 17293113139,4,19,14,79.06497468,27.42011339
17293113135,Item 17293113135,20,4,23,91.94702115,1.093044246
17293120036,Item 17293120036,7,10,23,51.71630882,17.94492248
27241812236,Item 27241812236,19,11,1,126.8071315,24.91290753
17293104835,Item 17293104835,10,5,1,145.0738625,19.95835963
18291121635,Item 18291121635,19,14,11,115.7849742,3.440857483
18293312236,Item 18293312236,7,15,16,63.41997597,19.92350812
28247908339,Item 28247908339,20,20,2,159.1789903,20.82930195
27241814938,Item 27241814938,12,9,9,109.6862502,25.65444333
27241811537,Item 27241811537,20,3,18,137.8997314,10.58761765
27241811538,Item 27241811538,23,21,23,157.6658666,1.937073297
27241811035,Item 27241811035,2,15,3,153.551019,19.07265542
17291109335,Item 17291109335,17,21,15,1.280930951,26.69356107
16292300335,Item 16292300335,22,3,6,29.91998643,19.76647594
27241810736,Item 27241810736,21,1,3,69.64427935,156.5970587
27241810136,Item 27241810136,2,10,12,29.85233469,24.05657522
27241810737,Item 27241810737,22,18,1,141.739411,23.54682416
17293105936,Item 17293105936,2,23,12,124.8351996,19.13523254
17293302737,Item 17293302737,5,14,20,156.9652978,4.693698407
88084108741,Item 88084108741,8,23,8,118.0048146,15.06767112
17121208138,Item 17121208138,14,3,23,158.906283,5.44879458
17291109639,Item 17291109639,15,20,4,17.59520477,13.89935511
26131205938,Item 26131205938,18,4,11,16.74262341,26.58894445
17291217436,Item 17291217436,19,10,8,158.7507352,19.09547514
16141318739,Item 16141318739,13,1,16,9.461754853,12.4705033
16141318738,Item 16141318738,14,12,10,69.757227,70.42874172
18221122136,Item 18221122136,7,17,18,141.9471383,29.07005424
18143104740,Item 18143104740,10,3,1,76.91995699,20.2069986
18121110846,Item 18121110846,19,13,7,60.14305435,27.71953858
17291115734,Item 17291115734,2,7,6,21.59078239,23.99799797
18145111341,Item 18145111341,21,6,11,142.3544968,12.12582464
17291216439,Item 17291216439,17,9,18,87.31358381,16.86909746
17291216437,Item 17291216437,22,7,1,49.93946442,13.0859496
17291216436,Item 17291216436,4,21,20,79.15604553,27.17340441
17291216435,Item 17291216435,6,20,11,129.0983456,24.8836364
20026240138,Item 20026240138,16,3,1,90.12452514,27.85948507
18121109642,Item 18121109642,19,18,20,75.64816392,27.44044568
28242301140,Item 28242301140,22,18,12,150.7520227,112.510223
28242301135,Item 28242301135,3,15,5,30.04606907,15.18863487
18293304340,Item 18293304340,10,9,13,6.642522003,13.27450002
18121116138,Item 18121116138,2,14,12,95.4184845,16.3276921
C00300PLA36,Item C00300PLA36,13,23,16,114.7512907,22.67086008
28131206241,Item 28131206241,18,19,16,5.065392065,13.88563224
18243114739,Item 18243114739,6,16,23,117.9258257,5.483561313
28131206242,Item 28131206242,9,21,1,149.0074135,3.601733216
28131206239,Item 28131206239,10,19,7,135.8842653,29.67698137
18143114741,Item 18143114741,23,16,13,63.41320768,12.78934725
18143114739,Item 18143114739,2,19,4,124.0596165,24.661115
17243101440,Item 17243101440,7,19,3,113.9346949,8.750938336
07291201538,Item 7291201538,1,9,4,126.3776494,25.26478442
27111220041,Item 27111220041,4,16,17,143.0214184,27.60269907
27111220038,Item 27111220038,14,20,19,120.7049108,16.21442373
27111220039,Item 27111220039,23,14,12,46.20005718,25.29668874
27111220042,Item 27111220042,18,8,22,57.01010079,3.654312638
27111220040,Item 27111220040,20,15,20,91.393917,102.2339004
16121500143,Item 16121500143,11,4,9,28.67508613,64.22308986
18291127637,Item 18291127637,3,12,21,116.3574916,29.49725601
18291127635,Item 18291127635,3,18,15,94.7425883,17.82455635
18121118542,Item 18121118542,5,9,7,117.7601209,2.089324222
20026241936,Item 20026241936,10,19,23,53.57485863,61.63699347
27241814935,Item 27241814935,22,14,17,151.5882472,21.66155653
27241905736,Item 27241905736,12,23,16,64.54293076,11.5055952
27241905737,Item 27241905737,11,21,2,2.033305266,11.44712406
07293100236,Item 7293100236,9,12,19,106.9143683,43.9149801
07293100238,Item 7293100238,6,22,16,20.26170687,50.08249413
17293106638,Item 17293106638,3,21,5,92.52711119,9.274962509
17293102938,Item 17293102938,1,15,22,5.58082438,26.2561074
17293102936,Item 17293102936,22,16,23,79.7477225,28.47099494
27241819336,Item 27241819336,7,8,4,38.56277964,11.81561318
27241819338,Item 27241819338,21,22,9,5.367906252,10.37631121
28247908340,Item 28247908340,2,11,12,123.1924625,14.64831924
20027233536,Item 20027233536,1,19,2,31.43993403,12.93794661
17291113639,Item 17291113639,21,14,22,147.3371613,29.72246116
17291113039,Item 17291113039,15,16,20,129.1952053,3.273802836
17293302735,Item 17293302735,1,20,20,33.0349721,27.76707862
55202810835,Item 55202810835,23,19,7,138.7336414,9.757970949
17293302438,Item 17293302438,18,12,4,64.79706992,18.11545489
17293302439,Item 17293302439,3,23,11,132.153151,13.14418495
27241815138,Item 27241815138,20,18,11,76.45495626,2.057268541
17291109539,Item 17291109539,18,14,5,20.22185732,2.540950783
18291127937,Item 18291127937,20,5,2,70.30029837,13.00931736
17291105837,Item 17291105837,3,21,7,131.0605574,24.52652563
17291105838,Item 17291105838,3,17,4,31.4971587,27.99102886
18291127938,Item 18291127938,14,20,7,1.455887435,1.487689127
88161303840,Item 88161303840,15,11,17,48.17834888,11.70105648
88082105144,Item 88082105144,22,9,19,23.75277084,27.38559033
28135212742,Item 28135212742,15,2,6,102.7908335,2.10124644
17291113035,Item 17291113035,15,7,7,99.98269876,27.35346753
17291115737,Item 17291115737,3,9,9,34.36232297,14.52485338
27241819337,Item 27241819337,21,2,22,51.23636933,74.45234108
18203109436,Item 18203109436,10,13,18,30.62271254,112.8552126
18291105335,Item 18291105335,17,15,10,91.15685047,3.160898629
18293307037,Item 18293307037,14,16,20,107.325424,27.01524175
18293307036,Item 18293307036,14,2,1,111.0185091,116.5666535
18293312139,Item 18293312139,14,11,6,55.32464592,29.68691874
17293305934,Item 17293305934,6,10,14,31.51317561,1.625283242
17293107536,Item 17293107536,9,4,11,157.3216603,174.074344
27241905739,Item 27241905739,18,3,11,82.62155666,160.7646325
20027242137,Item 20027242137,21,4,22,147.3834185,29.87846001
20027242138,Item 20027242138,13,6,21,3.626556039,60.41776893
18291122638,Item 18291122638,22,15,19,126.0083088,5.542439608
18291122635,Item 18291122635,13,13,4,61.70814163,19.94087036
17293119335,Item 17293119335,15,19,3,143.3783569,17.12483384
16291108635,Item 16291108635,8,4,12,91.00825015,25.99145012
