order_num,warehouse,customer_num,order_dtg
TF1810200007702,SH01,192,2018-10-15 01:54:01
TF1810190018490,SH01,41,2018-10-14 03:15:23
TF1810240006965,SH01,219,2018-10-04 07:59:21
TF1810240006884,SH01,241,2018-10-05 08:39:50
TF1810240006854,SH01,162,2018-10-10 08:19:38
TF1810190014954,SH01,265,2018-10-06 00:34:16
TF1810180010933,SH01,213,2018-10-22 04:24:38
TF1810230015289,SH01,184,2018-10-31 08:40:39
TF1810230015210,SH01,83,2018-10-26 10:21:16
TF1810230015221,SH01,32,2018-10-09 12:02:38
608038372,SH01,180,2018-10-15 08:04:13
608263692,SH01,78,2018-10-23 09:38:40
608263693,SH01,169,2018-10-10 16:44:26
TF1810240017614,SH01,81,2018-10-20 22:03:05
TF1810190014871,SH01,233,2018-10-18 15:00:11
TF1810240017894,SH01,152,2018-10-08 01:46:03
TF1810240017446,SH01,286,2018-10-31 09:12:54
TF1810230015102,SH01,185,2018-10-27 01:34:58
608536475,SH01,18,2018-10-22 02:02:05
TF1810240017726,SH01,193,2018-10-11 21:51:11
TF1810240017997,SH01,133,2018-10-06 11:43:07
TF1810130017002,SH01,194,2018-10-05 08:37:50
TF1810130018828,SH01,131,2018-10-22 04:28:46
TF1810130018884,SH01,160,2018-10-22 19:52:10
TF1810190013770,SH01,227,2018-10-23 13:25:49
TF1810190013790,SH01,195,2018-10-17 01:08:55
TF1810190014261,SH01,86,2018-10-18 15:18:06
TF1810190017957,SH01,199,2018-10-28 22:26:27
TF1810200007181,SH01,115,2018-10-21 07:39:14
TF1810050023737,SH01,116,2018-10-26 07:40:39
TF1810060023756,SH01,270,2018-10-07 15:06:15
TF1810190014585,SH01,39,2018-10-13 22:30:07
TF1810190019228,SH01,76,2018-10-27 03:56:05
TF1810190019282,SH01,177,2018-10-03 04:01:57
TF1810060023959,SH01,47,2018-10-02 04:52:28
TF1810060023966,SH01,106,2018-10-28 19:42:09
TF1810060023785,SH01,292,2018-10-27 11:34:25
TF1810060023697,SH01,48,2018-10-27 20:46:09
TF1810130006523,SH01,149,2018-10-08 13:48:00
TF1810130018675,SH01,27,2018-10-18 02:49:48
TF1810050023610,SH01,292,2018-10-13 23:25:30
TF1810150005341,SH01,236,2018-10-15 00:23:49
TF1810240017698,SH01,38,2018-10-06 02:10:23
TF1810240015775,SH01,230,2018-10-28 04:22:17
TF1810240017878,SH01,66,2018-10-29 20:36:39
TF1810240018133,SH01,201,2018-10-06 09:01:25
TF1810190014858,SH01,118,2018-10-16 23:50:04
TF1810190019576,SH01,104,2018-10-21 21:59:07
608530690,SH01,271,2018-10-07 15:04:46
TF1810190019235,SH01,158,2018-10-07 04:44:44
TF1810190019475,SH01,250,2018-10-27 09:45:13
TF1810180015972,SH01,117,2018-10-04 09:24:02
TF1810050023619,SH01,201,2018-10-02 23:32:47
TF1810050023686,SH01,131,2018-10-02 19:35:59
608092793,SH01,119,2018-10-17 01:18:16
TF1810060024125,SH01,78,2018-10-07 17:14:36
TF1810070018898,SH01,60,2018-10-02 04:51:32
TF1810200007608,SH01,295,2018-10-07 21:19:49
TF1810190013902,SH01,212,2018-10-09 08:52:20
TF1810240016606,SH01,229,2018-10-02 14:09:33
TF1810240016527,SH01,162,2018-10-16 23:09:50
TF1810220019047,SH01,232,2018-10-06 16:25:05
TF1810190019561,SH01,216,2018-10-25 05:20:33
TF1810110016602,SH01,267,2018-10-24 21:23:03
TF1810190017662,SH01,113,2018-10-24 22:41:13
TF1810190014157,SH01,292,2018-10-03 22:19:28
TF1810200008229,SH01,42,2018-10-16 19:18:05
TF1810220016595,SH01,25,2018-10-06 18:38:23
TF1810190018209,SH01,275,2018-10-22 00:09:29
TF1810100012676,SH01,42,2018-10-31 09:29:47
608500091,SH01,221,2018-10-07 00:38:21
TF1810100012866,SH01,239,2018-10-09 14:45:29
TF1810190018094,SH01,41,2018-10-19 16:35:46
TF1810190013909,SH01,120,2018-10-03 07:13:04
TF1810190006292,SH01,154,2018-10-25 00:07:56
TF1810210015123,SH01,298,2018-10-02 04:20:28
TF1810190018423,SH01,266,2018-10-07 19:16:02
TF1810190014108,SH01,39,2018-10-09 12:13:05
TF1810190006250,SH01,270,2018-10-22 14:34:43
TF1810190013729,SH01,209,2018-10-16 01:47:08
TF1810130018296,SH01,193,2018-10-01 20:27:33
TF1810130018809,SH01,108,2018-10-14 04:02:41
TF1810130017203,SH01,264,2018-10-04 23:42:15
TF1810220019199,SH01,299,2018-10-22 02:09:55
TF1810060022960,SH01,155,2018-10-18 10:47:36
TF1810220018542,SH01,103,2018-10-18 21:00:30
TF1810220016749,SH01,131,2018-10-18 18:22:03
TF1810130006802,SH01,240,2018-10-16 08:48:20
TF1810130015843,SH01,57,2018-10-18 03:07:24
608477468,SH01,16,2018-10-13 22:00:52
TF1810150016820,SH01,152,2018-10-10 23:54:43
TF1810130018851,SH01,1,2018-10-21 15:26:40
608477609,SH01,213,2018-10-07 17:52:03
TF1810130016969,SH01,69,2018-10-19 12:02:05
TF1810150011434,SH01,141,2018-10-11 21:45:01
TF1810150011487,SH01,210,2018-10-15 04:01:40
TF1810150016805,SH01,206,2018-10-15 06:30:37
TF1810070019138,SH01,258,2018-10-10 10:34:40
TF1810070019074,SH01,241,2018-10-31 07:36:49
TF1810060024130,SH01,53,2018-10-12 15:20:52
TF1810080020702,SH01,175,2018-10-24 14:08:54
TF1810070019078,SH01,80,2018-10-23 21:48:25
TF1810060024111,SH01,210,2018-10-14 09:33:29
TF1810080020742,SH01,101,2018-10-13 10:42:21
TF1810220018857,SH01,153,2018-10-29 22:09:48
TF1810110006708,SH01,155,2018-10-05 12:49:36
TF1810110016394,SH01,74,2018-10-03 01:51:54
TF1810190019737,SH01,232,2018-10-18 07:20:58
TF1810190019627,SH01,143,2018-10-29 11:20:57
TF1810190014654,SH01,186,2018-10-23 06:33:19
TF1810190014505,SH01,106,2018-10-21 03:59:17
TF1810220016735,SH01,91,2018-10-05 07:49:31
TF1810110007389,SH01,206,2018-10-13 21:26:46
TF1810110006887,SH01,86,2018-10-24 05:54:06
TF1810220019131,SH01,3,2018-10-10 06:39:13
TF1810060023694,SH01,157,2018-10-07 03:13:55
TF1810110006783,SH01,142,2018-10-08 03:55:25
608460769,SH01,179,2018-10-14 13:40:07
608460768,SH01,105,2018-10-19 06:10:45
TF1810150011547,SH01,23,2018-10-15 19:18:38
TF1810150017440,SH01,199,2018-10-05 05:54:34
TF1810150016838,SH01,71,2018-10-15 03:00:27
TF1810150017161,SH01,138,2018-10-13 06:03:17
TF1810190018157,SH01,18,2018-10-30 21:24:04
TF1810190014223,SH01,5,2018-10-21 01:43:53
TF1810060024078,SH01,34,2018-10-07 06:31:04
TF1810190006034,SH01,23,2018-10-09 01:35:07
608526042,SH01,266,2018-10-14 03:04:11
608461082,SH01,263,2018-10-27 01:52:33
608067177,SH01,116,2018-10-21 09:39:16
TF1810110008829,SH01,280,2018-10-17 07:13:28
608438488,SH01,262,2018-10-07 10:55:42
TF1810220019266,SH01,87,2018-10-25 07:44:13
TF1810190014668,SH01,178,2018-10-28 21:56:38
608514423,SH01,82,2018-10-17 15:46:13
608514502,SH01,273,2018-10-07 00:47:03
TF1810110016365,SH01,237,2018-10-03 07:59:11
TF1810120021793,SH01,176,2018-10-17 07:16:01
TF1810240015662,SH01,95,2018-10-27 15:59:49
TF1810240017794,SH01,180,2018-10-05 13:58:38
TF1810120021845,SH01,278,2018-10-17 19:15:27
TF1810130017215,SH01,2,2018-10-11 12:23:12
608067176,SH01,61,2018-10-18 05:43:26
608067175,SH01,287,2018-10-27 02:35:59
TF1810050023731,SH01,144,2018-10-16 10:30:59
608468803,SH01,4,2018-10-19 05:36:22
TF1810230015133,SH01,207,2018-10-24 06:23:53
TF1810070019184,SH01,10,2018-10-16 07:55:28
TF1810130016077,SH01,284,2018-10-15 00:05:52
TF1810180015887,SH01,212,2018-10-16 14:28:10
TF1810180015719,SH01,219,2018-10-28 16:17:42
TF1810240017892,SH01,13,2018-10-08 23:01:57
TF1810190014892,SH01,259,2018-10-18 22:54:33
TF1810180015898,SH01,57,2018-10-24 22:41:49
TF1810110016305,SH01,127,2018-10-21 02:24:28
608438937,SH01,251,2018-10-01 13:34:31
608514503,SH01,94,2018-10-05 23:38:30
608469472,SH01,75,2018-10-29 10:12:38
TF1810050023778,SH01,136,2018-10-24 19:44:33
TF1810110016231,SH01,117,2018-10-07 01:21:26
TF1810110015920,SH01,295,2018-10-14 03:26:02
TF1810110016330,SH01,126,2018-10-31 10:57:41
TF1810110015937,SH01,190,2018-10-12 14:23:25
608530265,SH01,155,2018-10-03 12:08:29
TF1810110015905,SH01,121,2018-10-07 03:16:32
TF1810110016095,SH01,298,2018-10-05 04:38:22
TF1810110005762,SH01,23,2018-10-14 13:54:25
TF1810110016067,SH01,62,2018-10-09 23:56:04
TF1810110016562,SH01,182,2018-10-03 09:19:28
TF1810230009528,SH01,146,2018-10-05 19:56:59
TF1810240016764,SH01,186,2018-10-19 10:29:04
TF1810240017760,SH01,75,2018-10-16 03:28:19
TF1810190014064,SH01,59,2018-10-20 17:48:55
TF1810240017677,SH01,98,2018-10-25 10:33:03
TF1810240016218,SH01,211,2018-10-17 11:21:17
608514424,SH01,1,2018-10-17 10:13:34
TF1810240017914,SH01,179,2018-10-08 07:28:17
TF1810190014817,SH01,157,2018-10-21 06:22:33
TF1810240017717,SH01,115,2018-10-03 10:11:14
TF1810110016040,SH01,161,2018-10-23 00:17:38
TF1810110015900,SH01,210,2018-10-25 17:52:22
TF1810110015939,SH01,209,2018-10-27 14:34:37
608519989,SH01,149,2018-10-27 13:36:12
TF1810200007012,SH01,231,2018-10-12 02:13:06
TF1810190006360,SH01,136,2018-10-06 13:16:10
TF1810200007782,SH01,181,2018-10-23 10:28:38
TF1810190006300,SH01,199,2018-10-10 08:31:51
TF1810190013988,SH01,263,2018-10-26 14:24:52
TF1810190014926,SH01,152,2018-10-16 22:41:56
TF1810110016276,SH01,59,2018-10-04 11:30:12
608520388,SH01,176,2018-10-27 17:56:34
TF1810060023882,SH01,75,2018-10-11 15:30:09
608536474,SH01,164,2018-10-13 16:42:42
TF1810240016400,SH01,299,2018-10-25 19:53:17
TF1810190014806,SH01,299,2018-10-06 06:58:53
608500092,SH01,2,2018-10-04 04:48:51
TF1810200007524,SH01,82,2018-10-14 04:26:30
TF1810240017761,SH01,247,2018-10-19 00:31:35
TF1810240017822,SH01,289,2018-10-16 05:28:28
TF1810240017519,SH01,141,2018-10-01 17:59:54
TF1810240017675,SH01,137,2018-10-12 11:56:17
TF1810240016183,SH01,279,2018-10-22 17:01:18
TF1810200007596,SH01,228,2018-10-20 13:41:37
TF1810240017558,SH01,116,2018-10-17 00:23:29
TF1810110016109,SH01,156,2018-10-27 15:27:53
TF1810110005831,SH01,27,2018-10-22 07:53:08
TF1810110005894,SH01,246,2018-10-09 11:36:20
TF1810110016323,SH01,235,2018-10-21 22:48:56
TF1810110015998,SH01,140,2018-10-24 08:46:52
TF1810110023596,SH01,105,2018-10-13 05:40:02
TF1810110016038,SH01,184,2018-10-26 17:45:36
TF1810060023764,SH01,227,2018-10-22 13:37:21
TF1810190018459,SH01,276,2018-10-06 17:43:08
TF1810190018561,SH01,209,2018-10-27 07:59:16
TF1810190014162,SH01,241,2018-10-30 14:14:46
TF1810110016359,SH01,296,2018-10-03 08:04:25
TF1810110015759,SH01,213,2018-10-18 22:55:30
TF1810200007369,SH01,226,2018-10-25 08:47:36
TF1810240016523,SH01,155,2018-10-23 17:04:22
TF1810240017869,SH01,109,2018-10-24 07:25:59
TF1810050023771,SH01,174,2018-10-14 11:06:05
TF1810190017979,SH01,172,2018-10-29 12:43:47
TF1810060024135,SH01,100,2018-10-05 12:17:40
TF1810200007518,SH01,50,2018-10-14 09:11:23
TF1810200007602,SH01,172,2018-10-30 15:00:51
TF1810200007777,SH01,108,2018-10-23 07:57:14
TF1810240016001,SH01,249,2018-10-29 06:04:31
TF1810240018055,SH01,251,2018-10-23 00:53:50
TF1810060023954,SH01,287,2018-10-11 13:21:29
TF1810060024063,SH01,167,2018-10-13 18:56:07
TF1810060024187,SH01,183,2018-10-20 11:47:48
TF1810240017601,SH01,268,2018-10-12 12:52:41
TF1810190014747,SH01,243,2018-10-18 22:37:53
TF1810240015890,SH01,177,2018-10-24 00:06:55
TF1810240018038,SH01,291,2018-10-09 07:01:15
TF1810240016326,SH01,231,2018-10-03 21:26:37
TF1810240017970,SH01,155,2018-10-12 13:03:18
TF1810240018080,SH01,294,2018-10-18 20:06:25
TF1810150017284,SH01,292,2018-10-24 02:41:56
TF1810200007076,SH01,108,2018-10-06 23:52:53
608507943,SH01,37,2018-10-06 13:22:45
TF1810200007095,SH01,251,2018-10-15 07:34:49
TF1810240017789,SH01,153,2018-10-19 01:43:35
TF1810110016022,SH01,58,2018-10-11 15:34:17
TF1810110015695,SH01,189,2018-10-31 02:32:59
TF1810110016187,SH01,189,2018-10-28 15:56:16
TF1810080021158,SH01,179,2018-10-10 23:15:04
TF1810150011611,SH01,35,2018-10-03 08:08:49
TF1810150017491,SH01,298,2018-10-14 22:17:56
608526041,SH01,10,2018-10-28 21:09:39
TF1810110015867,SH01,232,2018-10-19 15:49:35
TF1810200007554,SH01,158,2018-10-07 16:56:17
TF1810080021221,SH01,193,2018-10-03 08:57:52
TF1810150011446,SH01,150,2018-10-02 22:53:21
TF1810150011557,SH01,188,2018-10-27 20:43:48
TF1810150016826,SH01,30,2018-10-07 23:07:19
TF1810150017307,SH01,49,2018-10-03 16:17:55
TF1810150017372,SH01,145,2018-10-21 07:24:37
TF1810150011260,SH01,127,2018-10-05 10:27:33
608438936,SH01,5,2018-10-29 08:48:34
TF1810070018903,SH01,292,2018-10-31 10:01:24
608093069,SH01,73,2018-10-22 12:27:46
TF1810110016332,SH01,236,2018-10-28 04:43:26
608526040,SH01,126,2018-10-21 15:10:26
TF1810150017222,SH01,125,2018-10-29 02:15:50
TF1810150017087,SH01,122,2018-10-03 13:31:13
TF1810150011530,SH01,200,2018-10-04 22:33:20
TF1810150017458,SH01,210,2018-10-13 08:06:31
TF1810150017352,SH01,186,2018-10-31 07:43:30
TF1810110016590,SH01,57,2018-10-18 23:44:13
608477467,SH01,242,2018-10-05 01:27:08
TF1810150017105,SH01,167,2018-10-23 21:55:55
TF1810150011400,SH01,77,2018-10-17 19:53:31
TF1810150011519,SH01,170,2018-10-23 21:14:20
TF1810150017323,SH01,58,2018-10-19 13:24:11
608156623,SH01,267,2018-10-02 05:17:17
TF1810150017476,SH01,268,2018-10-13 23:45:19
TF1810190014272,SH01,245,2018-10-02 08:13:59
608093068,SH01,240,2018-10-31 10:16:42
TF1810200007442,SH01,39,2018-10-01 02:08:35
608507944,SH01,14,2018-10-05 02:15:53
TF1810110015803,SH01,292,2018-10-06 22:11:00
TF1810110016501,SH01,189,2018-10-18 20:27:41
TF1810240016081,SH01,69,2018-10-10 05:26:58
TF1810240015634,SH01,59,2018-10-01 15:57:44
TF1810110023783,SH01,9,2018-10-20 11:32:23
TF1810110023876,SH01,298,2018-10-31 02:04:15
TF1810110015846,SH01,133,2018-10-17 06:28:39
TF1810110005713,SH01,251,2018-10-15 11:27:09
TF1810110023657,SH01,213,2018-10-10 22:27:47
TF1810110023852,SH01,221,2018-10-14 15:45:08
TF1810110016527,SH01,107,2018-10-24 16:47:44
TF1810110023843,SH01,93,2018-10-03 09:28:12
TF1810110016581,SH01,228,2018-10-05 07:02:46
TF1810110015633,SH01,83,2018-10-15 10:19:55
TF1810110005871,SH01,146,2018-10-09 16:20:50
TF1810110016433,SH01,228,2018-10-25 09:57:13
TF1810110016176,SH01,134,2018-10-14 01:23:04
TF1810240015971,SH01,125,2018-10-11 18:03:30
TF1810110023796,SH01,25,2018-10-06 13:33:07
TF1810110023790,SH01,157,2018-10-14 13:41:46
TF1810110016189,SH01,55,2018-10-22 07:59:50
TF1810110023821,SH01,119,2018-10-01 10:39:34
TF1810110023698,SH01,294,2018-10-25 18:15:03
TF1810110023731,SH01,90,2018-10-02 17:56:40
TF1810110015713,SH01,164,2018-10-29 03:13:34
608093067,SH01,104,2018-10-06 21:48:38
TF1810110023886,SH01,203,2018-10-22 23:59:37
TF1810110023690,SH01,213,2018-10-06 23:50:10
TF1810090015230,SH01,219,2018-10-31 11:18:12
608162485,SH01,8,2018-10-26 17:01:44
608162654,SH01,213,2018-10-29 14:27:33
608162652,SH01,68,2018-10-10 05:16:46
608162653,SH01,153,2018-10-27 22:51:51
TF1810110023770,SH01,106,2018-10-12 19:49:32
608448215,SH01,102,2018-10-05 06:26:39
TF1810150017253,SH01,166,2018-10-26 22:34:14
TF1810150017395,SH01,174,2018-10-22 08:23:43
TF1810150017143,SH01,183,2018-10-09 22:12:55
TF1810150017188,SH01,57,2018-10-07 14:54:41
608157047,SH01,54,2018-10-31 01:42:40
608156633,SH01,120,2018-10-06 15:21:59
TF1810160006621,SH01,200,2018-10-04 18:10:20
TF1810160006579,SH01,110,2018-10-24 15:04:08
TF1810240016411,SH01,13,2018-10-26 06:49:46
TF1810150017235,SH01,252,2018-10-01 13:34:10
TF1810150011475,SH01,172,2018-10-09 19:06:15
TF1810250007914,SH01,276,2018-10-06 10:55:47
TF1810250007898,SH01,220,2018-10-26 21:21:22
TF1810250008066,SH01,26,2018-10-15 01:44:01
TF1810250008096,SH01,238,2018-10-11 12:51:09
TF1810250007979,SH01,113,2018-10-03 01:29:18
TF1810250008045,SH01,78,2018-10-01 06:34:59
TF1810250008148,SH01,11,2018-10-03 00:58:30
TF1810150011297,SH01,55,2018-10-29 19:50:56
608477466,SH01,296,2018-10-01 15:24:07
TF1810240016578,SH01,178,2018-10-17 16:13:55
TF1810150011603,SH01,113,2018-10-06 22:32:16
TF1810150011539,SH01,281,2018-10-18 04:27:43
TF1810150011553,SH01,138,2018-10-10 16:58:32
TF1810250008020,SH01,148,2018-10-12 00:42:12
TF1810250008085,SH01,183,2018-10-12 20:31:57
TF1810250007991,SH01,286,2018-10-29 06:31:12
TF1810150016880,SH01,131,2018-10-24 18:01:40
608156634,SH01,283,2018-10-20 16:19:55
608482883,SH01,41,2018-10-02 06:00:42
TF1810160006715,SH01,71,2018-10-16 16:26:00
TF1810160006619,SH01,39,2018-10-28 08:10:31
TF1810160006593,SH01,275,2018-10-18 15:35:55
TF1810250016597,SH01,16,2018-10-03 21:27:36
TF1810250008006,SH01,58,2018-10-29 12:07:24
TF1810250016737,SH01,21,2018-10-01 05:44:09
TF1810250016676,SH01,174,2018-10-21 05:05:03
608483287,SH01,111,2018-10-13 21:07:11
TF1810160007258,SH01,228,2018-10-13 18:02:05
608542199,SH01,46,2018-10-04 23:41:14
TF1810250008132,SH01,10,2018-10-06 11:44:06
TF1810250011095,SH01,195,2018-10-13 11:21:22
TF1810250016573,SH01,219,2018-10-16 15:06:27
TF1810250016761,SH01,235,2018-10-09 01:43:51
TF1810250014974,SH01,60,2018-10-05 05:01:46
TF1810250016531,SH01,85,2018-10-08 23:42:15
TF1810250016800,SH01,200,2018-10-10 07:43:43
TF1810250016839,SH01,77,2018-10-01 15:12:36
TF1810160019979,SH01,59,2018-10-05 21:41:47
608489686,SH01,155,2018-10-01 10:17:30
608542200,SH01,268,2018-10-17 23:44:01
TF1810270004668,SH01,220,2018-10-12 04:07:02
608548704,SH01,224,2018-10-09 19:41:25
TF1810270013694,SH01,172,2018-10-29 13:46:37
TF1810270015951,SH01,21,2018-10-30 05:24:00
TF1810270012668,SH01,180,2018-10-12 01:36:27
TF1810250011112,SH01,266,2018-10-09 01:49:24
TF1810260014420,SH01,239,2018-10-16 02:39:21
TF1810270006378,SH01,223,2018-10-12 20:14:45
TF1810270015758,SH01,226,2018-10-12 22:47:28
TF1810270006791,SH01,54,2018-10-26 19:59:35
608555889,SH01,154,2018-10-25 20:37:34
TF1810270015684,SH01,267,2018-10-15 23:42:54
TF1810270013946,SH01,153,2018-10-02 10:01:00
TF1810270013862,SH01,294,2018-10-03 17:29:20
TF1810270013593,SH01,279,2018-10-23 05:49:59
TF1810270014182,SH01,156,2018-10-22 12:39:20
TF1810270014220,SH01,134,2018-10-15 03:20:15
TF1810270013019,SH01,183,2018-10-10 22:45:22
608556017,SH01,237,2018-10-25 15:49:25
608489687,SH01,175,2018-10-27 11:23:34
TF1810250016489,SH01,121,2018-10-10 17:23:51
TF1810250011087,SH01,147,2018-10-03 16:30:10
TF1810270015430,SH01,83,2018-10-02 08:19:12
TF1810270013767,SH01,176,2018-10-02 17:46:11
TF1810270016212,SH01,74,2018-10-18 04:18:15
TF1810270009269,SH01,140,2018-10-12 21:32:09
TF1810270015876,SH01,33,2018-10-18 19:58:41
TF1810250011086,SH01,94,2018-10-19 22:33:05
TF1810260004636,SH01,76,2018-10-23 09:54:58
608548703,SH01,171,2018-10-18 18:41:11
TF1810270015626,SH01,237,2018-10-04 02:00:22
TF1810270016102,SH01,232,2018-10-07 12:02:28
TF1810270015796,SH01,5,2018-10-11 01:56:54
TF1810270015912,SH01,131,2018-10-20 01:45:34
TF1810270016231,SH01,165,2018-10-06 21:11:24
TF1810270015803,SH01,2,2018-10-29 20:05:00
608556015,SH01,133,2018-10-02 08:38:19
TF1810270015480,SH01,120,2018-10-15 12:20:30
TF1810270015839,SH01,181,2018-10-31 02:59:23
608489213,SH01,52,2018-10-15 08:26:58
608555890,SH01,129,2018-10-09 20:58:36
TF1810270015860,SH01,171,2018-10-27 01:19:39
TF1810270013022,SH01,100,2018-10-23 23:55:22
TF1810270015608,SH01,226,2018-10-22 07:19:36
TF1810270015568,SH01,148,2018-10-16 01:07:39
TF1810270015999,SH01,138,2018-10-09 18:28:38
TF1810270016267,SH01,8,2018-10-08 01:59:59
TF1810270016158,SH01,20,2018-10-24 23:54:44
TF1810270015663,SH01,254,2018-10-07 15:02:42
608489685,SH01,110,2018-10-26 19:56:17
TF1810250016869,SH01,215,2018-10-12 22:07:11
TF1810250011098,SH01,162,2018-10-22 04:15:26
TF1810250011049,SH01,28,2018-10-24 12:48:56
608545814,SH01,256,2018-10-31 11:27:10
TF1810270016371,SH01,27,2018-10-06 06:47:13
TF1810250011082,SH01,9,2018-10-28 23:20:44
TF1810270015940,SH01,218,2018-10-22 13:09:17
608489214,SH01,172,2018-10-18 19:08:47
TF1810270009109,SH01,79,2018-10-16 06:14:32
TF1810270016040,SH01,154,2018-10-20 21:36:20
TF1810270013870,SH01,34,2018-10-24 10:08:56
TF1810270016149,SH01,275,2018-10-15 04:13:16
TF1810270009206,SH01,1,2018-10-05 07:31:08
TF1810250011061,SH01,249,2018-10-28 00:39:45
TF1810270012872,SH01,293,2018-10-18 21:49:49
TF1810270016015,SH01,3,2018-10-18 07:21:27
TF1810270016064,SH01,300,2018-10-25 20:43:15
TF1810270012859,SH01,282,2018-10-19 09:22:21
TF1810270009218,SH01,188,2018-10-28 00:42:03
TF1810270012968,SH01,246,2018-10-01 23:26:03
TF1810270015810,SH01,257,2018-10-28 15:15:11
TF1810270012742,SH01,174,2018-10-08 15:06:39
TF1810270015699,SH01,167,2018-10-28 02:25:39
608548702,SH01,209,2018-10-06 05:28:00
608549162,SH01,61,2018-10-25 10:36:56
608556016,SH01,26,2018-10-15 04:24:27
TF1810270016319,SH01,172,2018-10-14 07:27:04
TF1810270016393,SH01,80,2018-10-19 23:30:48
TF1810270015549,SH01,29,2018-10-26 20:29:52
608482882,SH01,32,2018-10-07 05:57:32
TF1810270012962,SH01,298,2018-10-06 00:20:43
TF1810270012884,SH01,26,2018-10-02 00:51:06
TF1810270012973,SH01,237,2018-10-23 04:27:46
TF1810270016171,SH01,143,2018-10-13 21:55:48
TF1810270016135,SH01,86,2018-10-13 13:49:22
TF1810270016021,SH01,124,2018-10-28 04:51:58
TF1810270016197,SH01,12,2018-10-02 01:59:21
TF1810270016275,SH01,85,2018-10-28 17:00:28
TF1810270008867,SH01,298,2018-10-06 05:14:55
TF1810250011115,SH01,80,2018-10-02 15:40:05
608545820,SH01,258,2018-10-19 14:49:00
TF1810270009012,SH01,13,2018-10-19 13:35:35
TF1810270012836,SH01,86,2018-10-26 01:14:38
TF1810270008834,SH01,252,2018-10-23 06:39:09
TF1810270016248,SH01,73,2018-10-15 15:50:00
TF1810270016032,SH01,78,2018-10-11 21:50:30
TF1810270009252,SH01,95,2018-10-29 01:14:06
TF1810270008985,SH01,248,2018-10-06 21:38:00
TF1810270012699,SH01,280,2018-10-24 10:15:46
TF1810270015972,SH01,106,2018-10-08 14:54:14
TF1810270009093,SH01,9,2018-10-12 21:36:20
TF1810270016416,SH01,64,2018-10-18 20:54:27
TF1810270016382,SH01,147,2018-10-08 22:39:49
TF1810270012819,SH01,257,2018-10-30 17:17:35
TF1810270009180,SH01,262,2018-10-23 23:41:47
TF1810270013027,SH01,281,2018-10-23 13:48:20
TF1810270015499,SH01,155,2018-10-20 09:54:17
TF1810270012803,SH01,280,2018-10-27 19:05:23
TF1810270014506,SH01,147,2018-10-16 03:46:08
TF1810270012735,SH01,1,2018-10-25 06:44:55
TF1810270012815,SH01,246,2018-10-26 16:24:48
TF1810270009051,SH01,62,2018-10-02 04:01:30
TF1810270016084,SH01,107,2018-10-25 04:13:53
TF1810270015964,SH01,140,2018-10-30 17:49:01
608514504,SH01,16,2018-10-15 00:53:11
TF1810270008878,SH01,146,2018-10-19 09:41:55
TF1810270016368,SH01,209,2018-10-08 17:53:33
TF1810270015734,SH01,161,2018-10-26 07:22:16
TF1810270012982,SH01,85,2018-10-20 01:54:20
TF1810270015784,SH01,206,2018-10-19 04:27:17
TF1810270013664,SH01,136,2018-10-26 02:31:47
TF1810270016110,SH01,81,2018-10-20 12:39:41
TF1810290013478,SH01,38,2018-10-15 12:51:41
TF1810290007760,SH01,152,2018-10-01 07:03:41
TF1810290013606,SH01,23,2018-10-12 12:01:28
TF1810290016090,SH01,160,2018-10-22 15:29:40
TF1810290008056,SH01,80,2018-10-17 16:46:56
TF1810290012887,SH01,4,2018-10-18 16:43:44
TF1810290007701,SH01,56,2018-10-22 03:29:48
TF1810290007804,SH01,154,2018-10-25 17:54:16
TF1810290007611,SH01,177,2018-10-27 13:35:58
TF1810290007602,SH01,39,2018-10-02 12:58:19
TF1810270009152,SH01,150,2018-10-17 11:51:06
TF1810290012594,SH01,182,2018-10-21 01:07:00
TF1810270014155,SH01,187,2018-10-05 02:56:24
TF1810290007893,SH01,99,2018-10-01 07:10:35
TF1810290012950,SH01,42,2018-10-23 09:04:11
608561082,SH01,267,2018-10-11 18:45:47
608561088,SH01,201,2018-10-17 09:08:54
608560650,SH01,44,2018-10-16 02:46:41
608561085,SH01,183,2018-10-13 02:26:09
608561074,SH01,294,2018-10-26 23:47:01
608561077,SH01,3,2018-10-11 18:14:53
608561080,SH01,74,2018-10-06 13:46:47
608561091,SH01,41,2018-10-15 01:30:47
608560651,SH01,98,2018-10-11 00:02:16
608561071,SH01,278,2018-10-27 14:14:58
TF1810270012828,SH01,117,2018-10-20 09:48:37
TF1810270009126,SH01,277,2018-10-14 00:19:31
TF1810270014143,SH01,23,2018-10-30 05:21:19
TF1810290007911,SH01,83,2018-10-26 18:48:37
TF1810290012489,SH01,89,2018-10-08 17:14:18
TF1810290013763,SH01,166,2018-10-24 08:08:57
TF1810290013649,SH01,267,2018-10-15 16:21:46
608561689,SH01,235,2018-10-07 23:58:49
TF1810270008818,SH01,280,2018-10-15 14:22:03
TF1810290007589,SH01,18,2018-10-07 23:14:55
TF1810290008060,SH01,70,2018-10-30 16:31:12
TF1810290007714,SH01,293,2018-10-28 19:15:10
TF1810290012739,SH01,55,2018-10-10 22:56:21
608560659,SH01,37,2018-10-06 20:51:54
608561086,SH01,299,2018-10-30 03:08:35
TF1810290020090,SH01,129,2018-10-22 14:22:14
